Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,Investor Names,CB Rank (Funding Round)
Pre Seed Round - CyberDirekt,https://www.crunchbase.com/funding_round/cyberdirekt-pre-seed--0c7ec37f,CyberDirekt,https://www.crunchbase.com/organization/cyberdirekt,Pre-Seed,"Berlin, Berlin, Germany, Europe",1200000,EUR,1479655,2018-04-12,Seed,,,,Yes,CyberDirekt enables SMEs to easily and fully protect against digital risks.,"Commercial Insurance, Consulting, Cyber Security, Financial Services, Insurance, InsurTech, Security",,https://www.cyberdirekt.de,$1M to $10M,3100000,EUR,3784775,Seed,2,,1,,Berlin Technologie Holding,"233,454"
Pre Seed Round - CYCLE,https://www.crunchbase.com/funding_round/gethenry-pre-seed--493969dd,CYCLE,https://www.crunchbase.com/organization/gethenry,Pre-Seed,"Berlin, Berlin, Germany, Europe",25000,EUR,28517,2018-11-05,Seed,,,,Yes,CYCLE provides serviced electric vehicles for last-mile delivery companies and couriers.,"Electric Vehicle, Transportation",,https://cycle.eco,,29902187,USD,29902187,Early Stage Venture,8,,1,,APX,"465,232"
Seed Round - Dandelin,https://www.crunchbase.com/funding_round/dandelin-seed--5b85ffb1,Dandelin,https://www.crunchbase.com/organization/dandelin,Seed,"Berlin, Berlin, Germany, Europe",100000,USD,100000,2018-07-05,Seed,3000000,USD,3000000,Yes,Dandelin is a fintech company that provides telemedicine and health care services.,"FinTech, Health Care, Health Insurance, InsurTech, Personal Health",,http://www.dandelin.io,,100000,USD,100000,Seed,1,,,,,"296,947"
Pre Seed Round - Datarade,https://www.crunchbase.com/funding_round/datarade-pre-seed--d39c1518,Datarade,https://www.crunchbase.com/organization/datarade,Pre-Seed,"Berlin, Berlin, Germany, Europe",50000,EUR,56687,2018-11-09,Seed,,,,Yes,Data commerce made easy.,"Analytics, B2B, Big Data, E-Commerce, Information Technology, SaaS, Software",,https://datarade.ai,Less than $1M,1434205,USD,1434205,Seed,4,Hasso Plattner Institute,1,,Hasso Plattner Institute,"156,509"
Pre Seed Round - Datarade,https://www.crunchbase.com/funding_round/datarade-pre-seed--77466eef,Datarade,https://www.crunchbase.com/organization/datarade,Pre-Seed,"Berlin, Berlin, Germany, Europe",120000,USD,120000,2018-09-13,Seed,,,,Yes,Data commerce made easy.,"Analytics, B2B, Big Data, E-Commerce, Information Technology, SaaS, Software",,https://datarade.ai,Less than $1M,1434205,USD,1434205,Seed,4,"SAP.iO, Techstars",2,1,"SAP.iO, Techstars","453,301"
Angel Round - deineStudienfinanzierung,https://www.crunchbase.com/funding_round/compaio-angel--3b0b2360,deineStudienfinanzierung,https://www.crunchbase.com/organization/compaio,Angel,"Berlin, Berlin, Germany, Europe",,,,2018-10-08,Seed,,,,Yes,deineStudienfinanzierung is the digital platform to help students finance their studies.,"Banking, Financial Services, FinTech, Insurance, Web Apps",,https://www.deinestudienfinanzierung.de/de,$1M to $10M,,,,M&A,5,,9,,"André M. Bajorat, Christian Gaiser, Kelly Ford, Kiana Mardi, Lucas Cranach, Oliver Hehl, Oliver Roskopf, Philipp Kloeckner, Roland Grenke","349,683"
Private Equity Round - Design Offices,https://www.crunchbase.com/funding_round/design-offices-private-equity--f5ff4dd7,Design Offices,https://www.crunchbase.com/organization/design-offices,Private Equity,"Berlin, Berlin, Germany, Europe",60000000,EUR,70710190,2018-05-22,Private Equity,,,,Yes,Design Offices creates private and shared office spaces.,"B2B, Real Estate",,https://www.designoffices.de/,$10M to $50M,60000000,EUR,70710190,Private Equity,1,,1,,EMH Partners,"340,757"
Venture Round - Deutsche Fintech Solutions GmbH,https://www.crunchbase.com/funding_round/deutsche-fintech-solutions-gmbh-series-unknown--2bfa56d0,Deutsche Fintech Solutions GmbH,https://www.crunchbase.com/organization/deutsche-fintech-solutions-gmbh,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",,,,2018-04-01,,,,,Yes,SaaS hybrid financial consulting,"Financial Services, FinTech, SaaS",,https://www.deutschefintechsolutions.de,$1M to $10M,,,,,3,,2,,"Deutsche Vermögensberatung AG, finleap","350,825"
Seed Round - DiaMonTech AG,https://www.crunchbase.com/funding_round/diamontech-gmbh-seed--e6f8b73b,DiaMonTech AG,https://www.crunchbase.com/organization/diamontech-gmbh,Seed,"Berlin, Berlin, Germany, Europe",5000000,EUR,5793629,2018-09-04,Seed,,,,Yes,DiaMonTech is developing a medical device for non-invasive measurement of blood sugar values. ,"Biotechnology, Fitness, Health Care",,http://www.diamontech.de,$10M to $50M,20408518,USD,20408518,,8,,3,,"IBB Ventures, Jindong Capital Investment, Macnica","290,114"
Pre Seed Round - digitty.io,https://www.crunchbase.com/funding_round/digitty-io-pre-seed--05935ae8,digitty.io,https://www.crunchbase.com/organization/digitty-io,Pre-Seed,"Berlin, Berlin, Germany, Europe",100000,EUR,115771,2018-10-01,Seed,3000000,EUR,3473131,Yes,Digitty is a SaaS for Software Project Management and IaaS to build two sided market places.,"Information Technology, SaaS, Software",,https://digitty.io,$1M to $10M,4350000,EUR,4980814,Seed,4,,,,,"332,234"
Seed Round - DiscoEat,https://www.crunchbase.com/funding_round/discoeat-seed--ca45e714,DiscoEat,https://www.crunchbase.com/organization/discoeat,Seed,"Berlin, Berlin, Germany, Europe",,,,2018-08-15,Seed,,,,Yes,DiscoEat is a restaurant booking and delivery app that increases restaurant utilization through dynamic pricing and yield management.,"Online Portals, Reservations, Restaurants",,https://discoeat.de/en,$1M to $10M,,,,M&A,4,,2,,"Florian Leibert, Global Founders Capital","656,748"
Pre Seed Round - DIZZBO,https://www.crunchbase.com/funding_round/dizzbo-pre-seed--7e3bbb1a,DIZZBO,https://www.crunchbase.com/organization/dizzbo,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2018-01-01,Seed,,,,Yes,DIZZBO's innovative software matches shippers and carriers and makes the whole process as easy as online shopping.,"Fleet Management, Freight Service, Logistics, Software",,https://www.dizzbo.com,$1M to $10M,1780000,EUR,2161844,Seed,2,,,,,"105,320"
Angel Round - doctorly,https://www.crunchbase.com/funding_round/doctorly-angel--d5f9c7a8,doctorly,https://www.crunchbase.com/organization/doctorly,Angel,"Berlin, Berlin, Germany, Europe",,,,2018-01-01,Seed,,,,Yes,Doctorly is a health tech company that offers a cloud-based practice management platform for doctors.,"Health Care, Medical, mHealth, SaaS, Software",,http://www.doctorly.de,Less than $1M,21090000,EUR,22707007,Early Stage Venture,6,The Delta,2,1,"Sascha Gartenbach, The Delta","122,911"
Pre Seed Round - Dogo GmbH,https://www.crunchbase.com/funding_round/dogo-pre-seed--34de33ab,Dogo GmbH,https://www.crunchbase.com/organization/dogo,Pre-Seed,"Berlin, Berlin, Germany, Europe",25000,EUR,28943,2018-10-01,Seed,,,,Yes,Dogo app - is the #1 dog training app in the world. We are one a mission to become a one-stop companion app for dog parents.,"Apps, Mobile Apps, Pet",,https://www.dogo.app,$100M to $500M,4841222,USD,4841222,Seed,6,APX,1,,APX,"432,173"
Series A - door2door,https://www.crunchbase.com/funding_round/door2door-series-a--2cb02e70,door2door,https://www.crunchbase.com/organization/door2door,Series A,"Berlin, Berlin, Germany, Europe",11500000,EUR,13175095,2018-12-20,Early Stage Venture,,,,Yes,#GovTech #SaaS #AI #Infrastructure for The Next Public Transport,"Artificial Intelligence (AI), GovTech, Public Transportation, SaaS, Software",,https://door2door.io/en/,$1M to $10M,32750000,EUR,37635247,M&A,7,,,,,"660,892"
Venture Round - Earlybird Venture Capital,https://www.crunchbase.com/funding_round/earlybird-venture-capital-series-unknown--d1237884,Earlybird Venture Capital,https://www.crunchbase.com/organization/earlybird-venture-capital,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",18000000,EUR,20988757,2018-07-04,,,,,Yes,Earlybird is a venture capital investor focused on European technology innovators.,"Financial Services, Incubators, Venture Capital",,http://earlybird.com/,,18000000,EUR,20988757,,2,Molten Ventures,1,,Molten Ventures,"343,029"
Private Equity Round - ebuero,https://www.crunchbase.com/funding_round/ebuero-private-equity--c19d571c,ebuero,https://www.crunchbase.com/organization/ebuero,Private Equity,"Berlin, Berlin, Germany, Europe",,,,2018-12-06,Private Equity,,,,Yes,Ebuero is a telecommunications company that offers secretarial services for SMEs.,Telecommunications,,http://www.ebuero.de,$1B to $10B,,,,Private Equity,1,Bregal Unternehmerkapital,1,,Bregal Unternehmerkapital,"507,349"
Seed Round - eClear,https://www.crunchbase.com/funding_round/eclear-seed--e17a0127,eClear,https://www.crunchbase.com/organization/eclear,Seed,"Berlin, Berlin, Germany, Europe",5000000,EUR,5660501,2018-12-01,Seed,50000000,EUR,56605012,Yes,"eClear uses AI for VAT and customs compliance, providing seamless cross-border solutions.","Accounting, Artificial Intelligence (AI), Financial Services, Payments, Tax Preparation",,https://eclear.com,$1M to $10M,43000000,EUR,46299748,Early Stage Venture,7,,,,,"346,847"
Seed Round - Ecoligo,https://www.crunchbase.com/funding_round/ecoligo-seed--78d34701,Ecoligo,https://www.crunchbase.com/organization/ecoligo,Seed,"Berlin, Berlin, Germany, Europe",1000000,EUR,1142054,2018-11-16,Seed,,,,Yes,"Ecoligo is an impact investment provider, implementing solar energy solutions that generate economic and environmental returns.","Clean Energy, Impact Investing, Renewable Energy, Solar",,https://www.ecoligo.com,$10M to $50M,32866134,USD,32866134,,7,,,,,"670,989"
Pre Seed Round - ecoworks,https://www.crunchbase.com/funding_round/ecoworks-pre-seed--f14f89d0,ecoworks,https://www.crunchbase.com/organization/ecoworks,Pre-Seed,"Berlin, Berlin, Germany, Europe",750000,EUR,855187,2018-11-01,Seed,,,,Yes,Ecoworks specializes in climate-neutral renovations and modernizations for apartment buildings.,"Construction, Industrial Engineering",,https://www.ecoworks.tech,$1B to $10B,78912880,EUR,86875785,Early Stage Venture,7,,,,,"279,138"
Angel Round - Edamama,https://www.crunchbase.com/funding_round/edamama-foods-angel--fda9ab79,Edamama,https://www.crunchbase.com/organization/edamama-foods,Angel,"Berlin, Berlin, Germany, Europe",250000,CHF,252437,2018-07-01,Seed,,,,Yes,Edamama offers pasta made from 100% organic beans and nutritional values.,"Food and Beverage, Nutrition, Organic Food",,http://www.edamama.de,$1M to $10M,1750000,CHF,1745706,Seed,3,,,,,"583,228"
Series A - Eduki,https://www.crunchbase.com/funding_round/lehrerkolleg-series-a--e2db57c6,Eduki,https://www.crunchbase.com/organization/lehrerkolleg,Series A,"Berlin, Berlin, Germany, Europe",,,,2018-06-13,Early Stage Venture,,,,Yes,Eduki is a platform to find and share lesson materials.,"EdTech, Education, Professional Networking",,https://lehrermarktplatz.de/,Less than $1M,,,,Early Stage Venture,2,CHECK24 Ventures,1,,CHECK24 Ventures,"498,989"
Post-IPO Equity - Elanix Biotechnologies,https://www.crunchbase.com/funding_round/elanix-biotechnologies-post-ipo-equity--0f86438a,Elanix Biotechnologies,https://www.crunchbase.com/organization/elanix-biotechnologies,Post-IPO Equity,"Berlin, Berlin, Germany, Europe",2500000,EUR,3020436,2018-04-30,,,,,Yes,Elanix Biotechnologies is a life sciences company that specializes in tissue regeneration products.,"Biotechnology, Health Care, Life Science",,https://elanixbiotechnologies.com,Less than $1M,4000000,EUR,4693050,IPO,2,,,,,"530,022"
Series A - ELEMENT Insurance,https://www.crunchbase.com/funding_round/element-insurance-ag-series-a--47bf516b,ELEMENT Insurance,https://www.crunchbase.com/organization/element-insurance-ag,Series A,"Berlin, Berlin, Germany, Europe",23500000,EUR,26772786,2018-11-29,Early Stage Venture,,,,Yes,ELEMENT Insurance is a technology company that offers white-label product solutions for digital insurance.,"B2B, Financial Services, Insurance, InsurTech",,https://www.element.in,$500M to $1B,137400000,EUR,152126699,Late Stage Venture,7,,4,,"Alma Mundi Ventures, Engel & Völkers Capital AG, SBI Insurance Group, SBI Investment","298,091"
Series B - emmy,https://www.crunchbase.com/funding_round/emmy-sharing-series-b--359f2d8f,emmy,https://www.crunchbase.com/organization/emmy-sharing,Series B,"Berlin, Berlin, Germany, Europe",,,,2018-05-01,Early Stage Venture,,,,Yes,emmy offers free floating electric moped sharing.,"Apps, Last Mile Transportation, Transportation, Travel",,http://www.emmy-sharing.de/,$1M to $10M,25000,USD,25000,M&A,5,BonVenture,1,,BonVenture,"600,758"
Seed Round - Enapter,https://www.crunchbase.com/funding_round/enapter-seed--c501d73f,Enapter,https://www.crunchbase.com/organization/enapter,Seed,"Berlin, Berlin, Germany, Europe",4000000,USD,4000000,2018-01-12,Seed,,,,Yes,Enapter makes hydrogen generators with patented Anion Exchange Membrane (AEM) technology and energy management software.,"Energy, Oil and Gas, Renewable Energy, Software",,https://www.enapter.com,$10M to $50M,132246582,USD,132246582,IPO,9,,1,,Ragnar Kruse,"421,879"
Seed Round - Endel,https://www.crunchbase.com/funding_round/endel-seed--279e317b,Endel,https://www.crunchbase.com/organization/endel,Seed,"Berlin, Berlin, Germany, Europe",1050000,EUR,1221791,2018-09-27,Seed,6000000,EUR,6981664,Yes,"Endel is a cross-platform audio ecosystem that creates personalized soundscapes to reduce stress, improve sleep, and boost productivity.","Mobile, Music, Personal Health, Productivity Tools, Smart Home",,http://endel.io,Less than $1M,21221791,USD,21221791,Early Stage Venture,6,Amazon Alexa Fund,5,,"Amazon Alexa Fund, Avex USA, Kima Ventures, Plus Eight Equity Fund LP, Powerhouse Capital","102,173"
Seed Round - Endel,https://www.crunchbase.com/funding_round/endel-seed--6e0c6252,Endel,https://www.crunchbase.com/organization/endel,Seed,"Berlin, Berlin, Germany, Europe",,,,2018-02-05,Seed,,,,Yes,"Endel is a cross-platform audio ecosystem that creates personalized soundscapes to reduce stress, improve sleep, and boost productivity.","Mobile, Music, Personal Health, Productivity Tools, Smart Home",,http://endel.io,Less than $1M,21221791,USD,21221791,Early Stage Venture,6,,3,2,"Impulse VC, Techstars, Techstars Ventures","517,958"
Seed Round - Endel,https://www.crunchbase.com/funding_round/endel-seed--d8cec4ba,Endel,https://www.crunchbase.com/organization/endel,Seed,"Berlin, Berlin, Germany, Europe",,,,2018-08-27,Seed,,,,Yes,"Endel is a cross-platform audio ecosystem that creates personalized soundscapes to reduce stress, improve sleep, and boost productivity.","Mobile, Music, Personal Health, Productivity Tools, Smart Home",,http://endel.io,Less than $1M,21221791,USD,21221791,Early Stage Venture,6,,1,,Avex USA,"591,585"
Seed Round - Energy Web Foundation,https://www.crunchbase.com/funding_round/energy-web-foundation-seed--8dff3603,Energy Web Foundation,https://www.crunchbase.com/organization/energy-web-foundation,Seed,"Berlin, Berlin, Germany, Europe",,,,2018-07-15,Seed,,,,Yes,Energy Web Foundation is a non-profit organization focused on accelerating blockchain technology across the energy sector.,"Blockchain, Information Technology",,http://energyweb.org,$1M to $10M,2500000,USD,2500000,Seed,3,,1,,Blackhorn Ventures,"612,288"
Seed Round - Enote,https://www.crunchbase.com/funding_round/enote-seed--d85bc6cc,Enote,https://www.crunchbase.com/organization/enote,Seed,"Berlin, Berlin, Germany, Europe",4000000,EUR,4630841,2018-10-01,Seed,6000000,EUR,6946261,Yes,"Enote is an innovative AI-powered digital sheet music app, described by The Guardian as “a gamechanger for musicians"".","Artificial Intelligence (AI), Mobile Apps, Music",,https://enote.com/,,20000000,EUR,22168592,Seed,5,Rudolf Fuchs Kapitalanlagegesellschaft,1,,Rudolf Fuchs Kapitalanlagegesellschaft,"275,314"
Seed Round - Enpal,https://www.crunchbase.com/funding_round/enpal-seed--8d2e39f7,Enpal,https://www.crunchbase.com/organization/enpal,Seed,"Berlin, Berlin, Germany, Europe",,,,2018-07-20,Seed,,,,Yes,Enpal is a photovoltaics leasing firm that provides solar power systems for homeowners.,"Energy, Environmental Consulting, Renewable Energy, Solar",,https://www.enpal.de,$100M to $500M,3375000000,EUR,3693879999,Late Stage Venture,16,Picus Capital,1,2,Picus Capital,"649,010"
Pre Seed Round - Evercity,https://www.crunchbase.com/funding_round/evercity-pre-seed--62381807,Evercity,https://www.crunchbase.com/organization/evercity,Pre-Seed,"Berlin, Berlin, Germany, Europe",500000,USD,500000,2018-06-20,Seed,2000000,USD,2000000,Yes,Digital platform for impact measurement & investment. Techstars + ABN AMRO Future of Finance Accelerator alumni.,"Blockchain, CleanTech, Financial Services, FinTech, Impact Investing, Sustainability",,https://evercity.io/,,640000,USD,640000,Seed,4,,,,,"94,553"
Series A - Everphone,https://www.crunchbase.com/funding_round/everphone-series-a--e1a33d4a,Everphone,https://www.crunchbase.com/organization/everphone,Series A,"Berlin, Berlin, Germany, Europe",4375000,EUR,4965209,2018-12-05,Early Stage Venture,,,,Yes,"Everphone is a mobile device service center that offers configuration, distribution, and management solutions.","B2B, Electronics, Information Technology, Mobile Devices, Rental",,https://www.everphone.com,$50M to $100M,579893095,USD,579893095,Late Stage Venture,10,ApolloCapital,2,2,"Angel Invest, ApolloCapital","394,720"
Seed Round - Expertlead,https://www.crunchbase.com/funding_round/expertlead-seed--a8ab3a85,Expertlead,https://www.crunchbase.com/organization/expertlead,Seed,"Berlin, Berlin, Germany, Europe",,,,2018-01-01,Seed,,,,Yes,"Expertlead helps companies find, assess, and hire ‍qualified tech experts.","Employment, Freelance, Human Resources, Information Technology, Lead Management, Recruiting",,https://www.expertlead.com,$1M to $10M,16500000,EUR,19238369,M&A,3,,2,,"10x Value Partners, Rocket Internet","358,783"
Private Equity Round - EyeEm,https://www.crunchbase.com/funding_round/eyeem-private-equity--03ae8688,EyeEm,https://www.crunchbase.com/organization/eyeem,Private Equity,"Berlin, Berlin, Germany, Europe",,,,2018-05-01,Private Equity,,,,Yes,EyeEm builds technology to showcase the best images from the world’s leading photo community.,"Artificial Intelligence (AI), Computer, Image Recognition, Mobile, Photo Sharing, Photography, Visual Search",,http://www.eyeem.com,$10M to $50M,24000000,USD,24000000,M&A,5,,1,,Cipio Partners,"638,527"
Venture Round - Factory Berlin,https://www.crunchbase.com/funding_round/factory-berlin-series-unknown--ec494695,Factory Berlin,https://www.crunchbase.com/organization/factory-berlin,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",,,,2018-11-12,,,,,Yes,The largest startup community in Europe.,"Communities, Coworking, Real Estate",,http://factoryberlin.com/,$10M to $50M,1000000,EUR,1074043,,2,RAG-Stiftung,1,,RAG-Stiftung,"599,113"
Seed Round - Factorymarket,https://www.crunchbase.com/funding_round/factorymarket-seed--011d280c,Factorymarket,https://www.crunchbase.com/organization/factorymarket,Seed,"Berlin, Berlin, Germany, Europe",,,,2018-04-10,Seed,,,,Yes,"Factorymarket is a German retail platform that offers a range of products, from cosmetics to electronics, and housewares to car accessories.","Consumer Goods, Delivery Service, E-Commerce, Mobile Apps, Retail",,https://factorymarket.com,,,,,Early Stage Venture,2,,1,,Mangrove Capital Partners,"425,851"
Series A - Factorymarket,https://www.crunchbase.com/funding_round/factorymarket-series-a--511f8360,Factorymarket,https://www.crunchbase.com/organization/factorymarket,Series A,"Berlin, Berlin, Germany, Europe",,,,2018-06-25,Early Stage Venture,,,,Yes,"Factorymarket is a German retail platform that offers a range of products, from cosmetics to electronics, and housewares to car accessories.","Consumer Goods, Delivery Service, E-Commerce, Mobile Apps, Retail",,https://factorymarket.com,,,,,Early Stage Venture,2,,1,,La Famiglia,"494,613"
Pre Seed Round - Feather,https://www.crunchbase.com/funding_round/popsure-pre-seed--a9943095,Feather,https://www.crunchbase.com/organization/popsure,Pre-Seed,"Berlin, Berlin, Germany, Europe",100000,EUR,117535,2018-07-07,Seed,,,,Yes,Feather is an insurance advisory and management platform for clients to get the right insurance policies.,"Finance, Financial Services, Insurance, InsurTech",,https://feather-insurance.com,$1M to $10M,9900000,EUR,10699558,Early Stage Venture,4,Entrepreneur First,1,,Entrepreneur First,"518,229"
Pre Seed Round - femtasy,https://www.crunchbase.com/funding_round/femtasy-pre-seed--a9a66556,femtasy,https://www.crunchbase.com/organization/femtasy,Pre-Seed,"Berlin, Berlin, Germany, Europe",310000,EUR,372334,2018-01-01,Seed,,,,Yes,"femtasy is the first audio streaming platform for female-centric erotica, with the world's largest selection - from vanilla to hardcore.","Audio, Media and Entertainment, Sex Tech, Subscription Service, Women's",,https://www.femtasy.com,$1M to $10M,3170000,EUR,3548335,Seed,4,,2,,"Myke Naf, Thomas Bachem","166,763"
Series A - FinCompare - Smarter Business Finance,https://www.crunchbase.com/funding_round/fincompare-series-a--119d4be1,FinCompare - Smarter Business Finance,https://www.crunchbase.com/organization/fincompare,Series A,"Berlin, Berlin, Germany, Europe",10000000,EUR,11700121,2018-06-04,Early Stage Venture,,,,Yes,"FinCompare is a SaaS enabled marketplace. Helping advisors and businesses to find, compare, and close the financing solutions.","Banking, Commercial Lending, Finance, Financial Services, FinTech, Marketplace, SaaS, Small and Medium Businesses",,https://fincompare.de/,$1M to $10M,24500000,EUR,27984992,M&A,3,ING Ventures,3,3,"ING Ventures, Speedinvest, UNIQA Ventures","414,863"
Venture Round - finleap,https://www.crunchbase.com/funding_round/finleap-series-unknown--8a1c54fb,finleap,https://www.crunchbase.com/organization/finleap,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",41500000,EUR,47540332,2018-11-19,,,,,Yes,"From ‘14 to ‘21, finleap built/invested in 15 ventures and developed 5+ JVs/service ventures worth €3.0Bn+. Now managed by Motive Ventures.","Asset Management, Banking, Finance, FinTech, Insurance",,https://www.finleap.com/,$10M to $50M,101500000,EUR,115994173,,3,Ping An Global Voyager,2,1,"MS&AD Ventures, Ping An Global Voyager","446,120"
Pre Seed Round - Flank,https://www.crunchbase.com/funding_round/legal-os-pre-seed--2d4fd054,Flank,https://www.crunchbase.com/organization/legal-os,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2018-10-25,Seed,,,,Yes,AI Workforce for Enterprise Governance,"Artificial Intelligence (AI), Information Technology, Legal, Software",,https://getflank.ai,$1M to $10M,8200000,USD,8200000,Seed,5,,,,,"305,305"
Pre Seed Round - Flow Lab,https://www.crunchbase.com/funding_round/flowletics-pre-seed--67e928bb,Flow Lab,https://www.crunchbase.com/organization/flowletics,Pre-Seed,"Berlin, Berlin, Germany, Europe",25000,EUR,30677,2018-03-01,Seed,,,,Yes,Flow Lab is a training app for mental and emotional fitness that helps ambitious people experience more flow and productivity,"Apps, Artificial Intelligence (AI), Fitness, Lifestyle, mHealth, Mobile Apps, Personal Health, Psychology, Wellness",,http://flowlab.com/en,$1M to $10M,1240000,EUR,1486738,Seed,4,APX,1,,APX,"448,314"
Pre Seed Round - Flux Market,https://www.crunchbase.com/funding_round/flux-market-pre-seed--da7778ec,Flux Market,https://www.crunchbase.com/organization/flux-market,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2018-03-01,Seed,,,,Yes,The first app for derivates on startups.,"Blockchain, Cryptocurrency, Finance, Prediction Markets",,https://www.fluxprotocol.org/,$1M to $10M,,,,Seed,3,,,,,"559,578"
Venture Round - Foodspring,https://www.crunchbase.com/funding_round/foodspring-series-unknown--95d08277,Foodspring,https://www.crunchbase.com/organization/foodspring,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",22000000,EUR,27162573,2018-03-21,,,,,Yes,Foodspring is a premium fitness food & sports nutrition company.,"Fitness, Food and Beverage, Health Care, Lifestyle, Marketing, Wellness",,https://www.foodspring.de/,$10M to $50M,28000000,EUR,33760772,M&A,2,Fonterra Co-operative Group,3,,"b2venture, Fonterra Co-operative Group, Ringier Digital Ventures","461,890"
Convertible Note - Foreverly,https://www.crunchbase.com/funding_round/foreverly-gmbh-convertible-note--49f3185c,Foreverly,https://www.crunchbase.com/organization/foreverly-gmbh,Convertible Note,"Berlin, Berlin, Germany, Europe",,,,2018-04-25,,,,,No,Foreverly is a marketplace to connect bridal couples and wedding vendors in the simplest and most effective way.,"Event Management, Events, Marketplace",,http://www.foreverly.de,Less than $1M,,,,M&A,2,,1,,GoBeyond,"620,637"
Pre Seed Round - Formo,https://www.crunchbase.com/funding_round/formo-bio-pre-seed--3c5e610e,Formo,https://www.crunchbase.com/organization/formo-bio,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2018-05-14,Seed,,,,Yes,Formo is a cell-ag company that develops animal-free dairy products using nature-identical milk proteins from precision fermentation.,"Biotechnology, Food and Beverage, Life Science",,https://formo.bio,$1M to $10M,115308272,USD,115308272,Early Stage Venture,7,,1,,Magnetic Capital,"273,346"
Seed Round - Fractal,https://www.crunchbase.com/funding_round/fractal-5def-seed--d92fb707,Fractal,https://www.crunchbase.com/organization/fractal-5def,Seed,"Berlin, Berlin, Germany, Europe",,,,2018-08-31,Seed,,,,Yes,"Fractal is an identity verification platform, ranging from human uniqueness for sybil-resistance to KYC/AML for regulatory compliance","Blockchain, Compliance, Identity Management, Information Technology, SaaS, Security, Software, Web3",,https://web.fractal.id,Less than $1M,,,,Seed,3,Future Energy Ventures,2,,"coparion, Future Energy Ventures","612,688"
Grant - Frameright,https://www.crunchbase.com/funding_round/frameright-grant--49ff2a50,Frameright,https://www.crunchbase.com/organization/frameright,Grant,"Berlin, Berlin, Germany, Europe",30000,EUR,33937,2018-11-13,,,,,No,"Power to the Pictures. Image Display Control for creators, developers and businesses.","Developer Tools, Digital Media, E-Commerce Platforms, Enterprise Software, Image Recognition, Information Services, Information Technology, Photography, SaaS, Software",,https://frameright.io,Less than $1M,640000,EUR,762272,Seed,6,,,,,"150,291"
Pre Seed Round - Frameright,https://www.crunchbase.com/funding_round/frameright-pre-seed--2aba60be,Frameright,https://www.crunchbase.com/organization/frameright,Pre-Seed,"Berlin, Berlin, Germany, Europe",25000,EUR,29199,2018-07-01,Seed,500000,EUR,583976,Yes,"Power to the Pictures. Image Display Control for creators, developers and businesses.","Developer Tools, Digital Media, E-Commerce Platforms, Enterprise Software, Image Recognition, Information Services, Information Technology, Photography, SaaS, Software",,https://frameright.io,Less than $1M,640000,EUR,762272,Seed,6,Next Media Accelerator,1,,Next Media Accelerator,"331,252"
Series B - Fraugster,https://www.crunchbase.com/funding_round/fraugster-series-b--29fe6209,Fraugster,https://www.crunchbase.com/organization/fraugster,Series B,"Berlin, Berlin, Germany, Europe",14000000,USD,14000000,2018-11-07,Early Stage Venture,,,,Yes,Fraugster is a German-Israeli anti-fraud company that uses artificial intelligence to eliminate fraud and increase customers’ profits.,"Artificial Intelligence (AI), Big Data, Financial Services, FinTech, Fraud Detection, Machine Learning, Mobile Payments, Payments",,https://fraugster.com,$10M to $50M,19000000,USD,19000000,Early Stage Venture,2,CommerzVentures,6,1,"CommerzVentures, EarlyBird, Munich Re Ventures, Rancilio Cube Sicaf, Seedcamp, Speedinvest","419,911"
Series B - Frontier Car Group,https://www.crunchbase.com/funding_round/frontier-cars-group-series-b--3deb262a,Frontier Car Group,https://www.crunchbase.com/organization/frontier-cars-group,Series B,"Berlin, Berlin, Germany, Europe",41000000,USD,41000000,2018-03-29,Early Stage Venture,,,,Yes,"Frontier Car Group develops, launches, and operates used-automotive marketplaces within emerging market economies.","Automotive, Internet, Marketplace, Transportation",,http://www.frontiercargroup.com/,$1M to $10M,569000000,USD,569000000,Late Stage Venture,7,"Balderton Capital, TPG Growth",10,5,"Autotech Ventures, Balderton Capital, Concentric, EchoVC Partners, FM Capital, Golden Palm Investments, Manta Ray Ventures, Perpetual Investors, TPG Growth, VentureSouq","80,943"
