Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,Investor Names,CB Rank (Funding Round)
Series B - Service Partner ONE,https://www.crunchbase.com/funding_round/service-partner-one-series-b--5bfc4255,Service Partner ONE,https://www.crunchbase.com/organization/service-partner-one,Series B,"Berlin, Berlin, Germany, Europe",,,,2018-02-21,Early Stage Venture,,,,Yes,SP ONE is revolutionizing the facility service market using the SP ONE proprietary technology platform.,"Apps, Facility Management, Service Industry, Software",,https://one-ifm.com,$1M to $10M,,,,M&A,4,EQT Ventures,6,3,"Antheria Holding AG, EQT Ventures, German Startups Group, Rheingau Founders, Target Global, Vito Ventures","236,299"
Series A - Seven Lanes,https://www.crunchbase.com/funding_round/seven-lanes-series-a--1ce2e7f2,Seven Lanes,https://www.crunchbase.com/organization/seven-lanes,Series A,"Berlin, Berlin, Germany, Europe",,,,2018-01-01,Early Stage Venture,,,,Yes,Seven Lanes operates as a career marketplace platform for workers.,"Human Resources, Marketplace",,http://sevenlanes.com,,,,,Early Stage Venture,2,STS Ventures,4,,"DvH Ventures, German Ventures, Global Founders Capital, STS Ventures","587,030"
Seed Round - Shelf.Network,https://www.crunchbase.com/funding_round/shelf-network-seed--356be457,Shelf.Network,https://www.crunchbase.com/organization/shelf-network,Seed,"Berlin, Berlin, Germany, Europe",1100000,USD,1100000,2018-11-16,Seed,8000000,USD,8000000,Yes,"Arbitrage network for cross-border vehicle trades, providing best matching by synchronizing trades across online marketplaces and brokers.","Automotive, E-Commerce, Electric Vehicle, FinTech, Online Auctions, Trading Platform",,https://www.shelf.network,$1M to $10M,1224625,USD,1224625,Seed,2,,,,,"397,620"
Pre Seed Round - Shelf.Network,https://www.crunchbase.com/funding_round/shelf-network-pre-seed--b8445ab0,Shelf.Network,https://www.crunchbase.com/organization/shelf-network,Pre-Seed,"Berlin, Berlin, Germany, Europe",124625,USD,124625,2018-01-22,Seed,,,,Yes,"Arbitrage network for cross-border vehicle trades, providing best matching by synchronizing trades across online marketplaces and brokers.","Automotive, E-Commerce, Electric Vehicle, FinTech, Online Auctions, Trading Platform",,https://www.shelf.network,$1M to $10M,1224625,USD,1224625,Seed,2,Techstars,1,,Techstars,"337,966"
Pre Seed Round - Shotcaller Media,https://www.crunchbase.com/funding_round/the-shotcaller-pre-seed--ce0691c1,Shotcaller Media,https://www.crunchbase.com/organization/the-shotcaller,Pre-Seed,"Berlin, Berlin, Germany, Europe",50000,EUR,61173,2018-01-18,Seed,,,,Yes,"The Shotcaller is an online publication that covers trends and news in esports, gaming, and culture.","Content, eSports, Marketing, News, Publishing",,https://shotcaller.media/,,50000,EUR,61173,Seed,1,,1,,Next Media Accelerator,"527,202"
Pre Seed Round - Signatrix,https://www.crunchbase.com/funding_round/signatrix-pre-seed--5dd4e702,Signatrix,https://www.crunchbase.com/organization/signatrix,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2018-04-11,Seed,,,,Yes,"Remaking Retail - Connecting with security cameras, we use Artificial Intelligence to analyse whatever is happening in retail stores.","Apps, Artificial Intelligence (AI), Computer Vision, Machine Learning, Retail Technology, Security",,http://www.signatrix.com,$1B to $10B,,,,,6,,1,1,Alfred Bauer,"308,073"
Series B - Signavio,https://www.crunchbase.com/funding_round/signavio-series-b--9e878a75,Signavio,https://www.crunchbase.com/organization/signavio,Series B,"Berlin, Berlin, Germany, Europe",15500000,EUR,18984908,2018-03-20,Early Stage Venture,,,,Yes,Signavio provides tools for business process management.,"Business Development, Business Process Automation (BPA), Computer, SaaS, Software",,http://www.signavio.com,$10M to $50M,229569949,USD,229569949,M&A,3,Summit Partners,1,1,Summit Partners,"558,040"
Series C - simplesurance,https://www.crunchbase.com/funding_round/simplesurance-series-c--f9eb5422,simplesurance,https://www.crunchbase.com/organization/simplesurance,Series C,"Berlin, Berlin, Germany, Europe",24000000,USD,24000000,2018-05-08,Late Stage Venture,,,,Yes,Simplesurance creates a platform for simple access to insurance to combine traditional insurance industries with digital business.,"E-Commerce, Financial Services, FinTech, Insurance, InsurTech, Internet",,http://www.simplesurance.com,,78064754,USD,78064754,M&A,10,Allianz,3,3,"Allianz, Rakuten Capital, Rheingau Founders","501,522"
Series A - Simplifa,https://www.crunchbase.com/funding_round/simplifa-series-a--421f8585,Simplifa,https://www.crunchbase.com/organization/simplifa,Series A,"Berlin, Berlin, Germany, Europe",,,,2018-09-10,Early Stage Venture,,,,Yes,The PropTech startup Simplifa offers real estate owners an all-round service in the area of elevator management,"Property Management, PropTech",,https://www.simplifa.de/,$1B to $10B,,,,Early Stage Venture,2,,1,,BitStone Capital,"270,849"
Seed Round - Simplifa,https://www.crunchbase.com/funding_round/simplifa-seed--72ed4d7b,Simplifa,https://www.crunchbase.com/organization/simplifa,Seed,"Berlin, Berlin, Germany, Europe",,,,2018-09-07,Seed,,,,Yes,The PropTech startup Simplifa offers real estate owners an all-round service in the area of elevator management,"Property Management, PropTech",,https://www.simplifa.de/,$1B to $10B,,,,Early Stage Venture,2,PT1,1,1,PT1,"377,021"
Seed Round - Sizolution,https://www.crunchbase.com/funding_round/sizolution-seed--31cac684,Sizolution,https://www.crunchbase.com/organization/sizolution,Seed,"Berlin, Berlin, Germany, Europe",,,,2018-07-01,Seed,,,,Yes,Sizolution is an AI based SaaS for fashion ecommerce.,"Artificial Intelligence (AI), E-Commerce, Fashion, SaaS, Software",,http://www.sizolution.com,Less than $1M,642957,USD,642957,Seed,3,Ivan Bannikov,1,,Ivan Bannikov,"354,537"
Series A - Smart Host GmbH,https://www.crunchbase.com/funding_round/smart-host-gmbh-series-a--fe805a47,Smart Host GmbH,https://www.crunchbase.com/organization/smart-host-gmbh,Series A,"Berlin, Berlin, Germany, Europe",,,,2018-12-04,Early Stage Venture,,,,Yes,CRM & guest-management software for hotels with character.,"CRM, Hospitality, Hotel, SaaS, Software",,https://www.smart-host.com/,$10M to $50M,,,,Early Stage Venture,4,Venture Stars,3,,"Atlantic Labs, IBB Ventures, Venture Stars","96,118"
Seed Round - Smart Host GmbH,https://www.crunchbase.com/funding_round/smart-host-gmbh-seed--71d0a918,Smart Host GmbH,https://www.crunchbase.com/organization/smart-host-gmbh,Seed,"Berlin, Berlin, Germany, Europe",,,,2018-05-23,Seed,,,,Yes,CRM & guest-management software for hotels with character.,"CRM, Hospitality, Hotel, SaaS, Software",,https://www.smart-host.com/,$10M to $50M,,,,Early Stage Venture,4,,2,,"Atlantic Labs, IBB Ventures","569,087"
Grant - Smarterials,https://www.crunchbase.com/funding_round/smarterials-grant--a467de36,Smarterials,https://www.crunchbase.com/organization/smarterials,Grant,"Berlin, Berlin, Germany, Europe",71429,EUR,82941,2018-09-01,,,,,No,Smarterials develops Surgical Gloves for enhanced protection.,"Biotechnology, Health Care",,https://smarterials.berlin/,Less than $1M,71429,EUR,82941,Seed,2,,1,,EASME,"244,217"
Series D - Smava,https://www.crunchbase.com/funding_round/smava-series-d--35481cca,Smava,https://www.crunchbase.com/organization/smava,Series D,"Berlin, Berlin, Germany, Europe",65000000,USD,65000000,2018-01-09,Late Stage Venture,235000000,USD,235000000,Yes,Smava is an online loan comparison platform that offers cheaper loan options to consumers.,"Finance, Financial Services",,http://www.smava.de,$100M to $500M,188684686,USD,188684686,Late Stage Venture,7,Vitruvian Partners,2,3,"Runa Capital, Vitruvian Partners","600,755"
Pre Seed Round - Smoothr,https://www.crunchbase.com/funding_round/smoothr-pre-seed--f2477b51,Smoothr,https://www.crunchbase.com/organization/smoothr,Pre-Seed,"Berlin, Berlin, Germany, Europe",380000,EUR,430790,2018-11-10,Seed,,,,Yes,"Smoothr offers digital ordering solutions for QSR. This includes Self-Ordering Terminals, branded Apps and Loyalty Systems.","Apps, Hospitality, Software",,https://smoothr.de/,,1630790,USD,1630790,Seed,2,,,,,"269,265"
Seed Round - Snuk,https://www.crunchbase.com/funding_round/snuk-seed--3e49b605,Snuk,https://www.crunchbase.com/organization/snuk,Seed,"Berlin, Berlin, Germany, Europe",,,,2018-05-28,Seed,,,,Yes,Infrastructure platform that enables smart buildings,"Apps, Information Technology, Infrastructure, Real Estate, Smart Building, Software",,https://www.snuk.io,,,,,Seed,1,,,,,"581,139"
Series D - sofatutor,https://www.crunchbase.com/funding_round/sofatutor-series-d--e6c93592,sofatutor,https://www.crunchbase.com/organization/sofatutor,Series D,"Berlin, Berlin, Germany, Europe",3000000,EUR,3740471,2018-02-14,Late Stage Venture,,,,Yes,Sofatutor is an online platform of educational tutorials for school and college students to study for exams and recapitulate lessons.,"EdTech, Education, Online Portals",,https://us.sofatutor.com,,6500000,EUR,8349203,,5,Frog Capital,5,3,"Acton Capital, Berlin.de, Cornelsen Verlag, Frog Capital, JCMB Beteiligungs","655,595"
Series B - Solaris,https://www.crunchbase.com/funding_round/solarisbank-ag-series-b--cf978e80,Solaris,https://www.crunchbase.com/organization/solarisbank-ag,Series B,"Berlin, Berlin, Germany, Europe",56600000,EUR,69658538,2018-03-08,Early Stage Venture,,,,Yes,Solarisbank is an embedded finance platform that enables other companies to provide their own financial services through APIs.,"Banking, Financial Services, FinTech, Information Technology",,https://www.solarisbank.com/,$100M to $500M,481100000,EUR,553092601,Late Stage Venture,8,Banco Bilbao Vizcaya Argentaria,6,,"ABN AMRO Ventures, Arvato Bertelsmann, Banco Bilbao Vizcaya Argentaria, Lakestar, SBI Group, Visa","568,240"
Venture Round - Solvemate,https://www.crunchbase.com/funding_round/solvemate-series-unknown--43d7d4d7,Solvemate,https://www.crunchbase.com/organization/solvemate,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",,,,2018-11-15,,,,,Yes,Solvemate enables brands to deliver quality customer service through meaningful conversations.,"Artificial Intelligence (AI), Customer Service, Machine Learning, Messaging, SaaS, Software",,https://www.solvemate.com/en/,$1M to $10M,,,,M&A,4,"Picea Capital, Venture Stars",2,1,"Picea Capital, Venture Stars","339,888"
Seed Round - Spomoco,https://www.crunchbase.com/funding_round/spomoco-számítástechnikai-és-szolgáltató-kft-seed--f8aaa902,Spomoco,https://www.crunchbase.com/organization/spomoco-számítástechnikai-és-szolgáltató-kft,Seed,"Berlin, Berlin, Germany, Europe",96800,EUR,120105,2018-02-16,Seed,,,,Yes,Spomoco is a booking and management app for recreational sport instructors.,"Apps, Software",,http://spomoco.com,,535142,USD,535142,Seed,3,Hiventures,1,,Hiventures,"298,892"
Seed Round - Spomoco,https://www.crunchbase.com/funding_round/spomoco-számítástechnikai-és-szolgáltató-kft-seed--f387c655,Spomoco,https://www.crunchbase.com/organization/spomoco-számítástechnikai-és-szolgáltató-kft,Seed,"Berlin, Berlin, Germany, Europe",310000,EUR,358437,2018-06-27,Seed,,,,Yes,Spomoco is a booking and management app for recreational sport instructors.,"Apps, Software",,http://spomoco.com,,535142,USD,535142,Seed,3,,1,,Hiventures,"371,496"
Seed Round - Spooning Cookie Dough,https://www.crunchbase.com/funding_round/spooning-cookie-dough-seed--2e41d669,Spooning Cookie Dough,https://www.crunchbase.com/organization/spooning-cookie-dough,Seed,"Berlin, Berlin, Germany, Europe",210000,EUR,244137,2018-09-12,Seed,,,,Yes,"Spooning Cookie Dough serve you at least eight different, irresistible varieties and other delicious delights.",Food and Beverage,,https://spooning-cookie-dough.com/,Less than $1M,210000,EUR,244137,Seed,1,,1,,Ralf Dummel,"489,551"
Series A - SPRT APP,https://www.crunchbase.com/funding_round/sprt-series-a--a912687e,SPRT APP,https://www.crunchbase.com/organization/sprt,Series A,"Berlin, Berlin, Germany, Europe",1000000,EUR,1222099,2018-01-20,Early Stage Venture,,,,Yes,SPRT is a sports app that connects athletes of any level.,"Social Network, Sports",,http://www.sprt-app.com,Less than $1M,1000000,EUR,1222099,Early Stage Venture,1,,,,,"325,521"
Series B - Spryker,https://www.crunchbase.com/funding_round/spryker-systems-series-b--42b3b650,Spryker,https://www.crunchbase.com/organization/spryker-systems,Series B,"Berlin, Berlin, Germany, Europe",22000000,USD,22000000,2018-02-13,Early Stage Venture,,,,Yes,Spryker is a commerce technology platform that enables global enterprises to build transactional business models.,"B2B, B2C, E-Commerce Platforms, Enterprise Software, Marketplace, SaaS",,http://spryker.com,$100M to $500M,152000000,USD,152000000,,4,One Peak,3,3,"Cherry Ventures, One Peak, Project A Ventures","568,847"
Seed Round - StackFuel,https://www.crunchbase.com/funding_round/datax-2-seed--d5861901,StackFuel,https://www.crunchbase.com/organization/datax-2,Seed,"Berlin, Berlin, Germany, Europe",500000,EUR,617974,2018-03-23,Seed,,,,Yes,"StackFuel offers online programs for upskilling and reskilling in data literacy, data science, and AI.","Artificial Intelligence (AI), Corporate Training, E-Learning, EdTech, Education, Machine Learning, Personal Development, Software, Training",,https://stackfuel.com,$1B to $10B,1475000,EUR,1798709,Seed,5,,3,,"Frank Mies, FX Ventures, Sylvius Bardt","447,647"
Pre Seed Round - StarBerry Games,https://www.crunchbase.com/funding_round/chatterbox-games-pre-seed--3345e91b,StarBerry Games,https://www.crunchbase.com/organization/chatterbox-games,Pre-Seed,"Berlin, Berlin, Germany, Europe",325000,EUR,405218,2018-02-14,Seed,,,,Yes,StarBerry Games is a mobile game developer and publisher of crafting outstanding games.,"Casual Games, Gaming, Video Games",,http://www.starberry.games,$100M to $500M,1425000,EUR,1598283,Seed,2,Anton Gauffin,5,,"Alex Arias, Anton Gauffin, Gordon Thompson, Harri Manninen, Reaktor Ventures","90,773"
Pre Seed Round - Statice,https://www.crunchbase.com/funding_round/statice-ai-pre-seed--0e62726e,Statice,https://www.crunchbase.com/organization/statice-ai,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2018-04-06,Seed,,,,Yes,Statice is a data privacy company that facilitates complex and professional data analysis using privacy-preserving technologies.,"Analytics, Cyber Security, Information Services, Information Technology, Privacy, Software",,https://www.statice.ai/,$1M to $10M,,,,M&A,3,,,,,"633,666"
Angel Round - Steady,https://www.crunchbase.com/funding_round/steady-angel--051ce285,Steady,https://www.crunchbase.com/organization/steady,Angel,"Berlin, Berlin, Germany, Europe",100000,EUR,123185,2018-03-03,Seed,,,,Yes,Membership Platform for Independent Content Creators,"Blogging Platforms, Content Creators, Marketing Automation, Publishing, Subscription Service",,https://www.steadyHQ.com,$1B to $10B,5225000,EUR,5993311,Early Stage Venture,9,,4,,"Andreas Dulger, Matthias Spiess, Peter Dietrich, Stefan Friese","249,696"
Angel Round - Steady,https://www.crunchbase.com/funding_round/steady-angel--53a3fd53,Steady,https://www.crunchbase.com/organization/steady,Angel,"Berlin, Berlin, Germany, Europe",100000,EUR,118203,2018-05-15,Seed,,,,Yes,Membership Platform for Independent Content Creators,"Blogging Platforms, Content Creators, Marketing Automation, Publishing, Subscription Service",,https://www.steadyHQ.com,$1B to $10B,5225000,EUR,5993311,Early Stage Venture,9,,1,,Peter Scheufen,"450,646"
Angel Round - Steady,https://www.crunchbase.com/funding_round/steady-angel--af3da4c4,Steady,https://www.crunchbase.com/organization/steady,Angel,"Berlin, Berlin, Germany, Europe",25000,EUR,28626,2018-08-18,Seed,,,,Yes,Membership Platform for Independent Content Creators,"Blogging Platforms, Content Creators, Marketing Automation, Publishing, Subscription Service",,https://www.steadyHQ.com,$1B to $10B,5225000,EUR,5993311,Early Stage Venture,9,,,,,"647,925"
Seed Round - Steady,https://www.crunchbase.com/funding_round/steady-seed--308e047b,Steady,https://www.crunchbase.com/organization/steady,Seed,"Berlin, Berlin, Germany, Europe",1500000,EUR,1708901,2018-11-29,Seed,,,,Yes,Membership Platform for Independent Content Creators,"Blogging Platforms, Content Creators, Marketing Automation, Publishing, Subscription Service",,https://www.steadyHQ.com,$1B to $10B,5225000,EUR,5993311,Early Stage Venture,9,Müller Medien,2,,"IBB Ventures, Müller Medien","653,507"
Seed Round - STOMT,https://www.crunchbase.com/funding_round/stomt-seed--fe4c7611,STOMT,https://www.crunchbase.com/organization/stomt,Seed,"Berlin, Berlin, Germany, Europe",,,,2018-02-01,Seed,,,,Yes,"Feedback Management and Community Building for Games, Influencers and Enterprises.","Android, Apps, Brand Marketing, Casual Games, CRM, Customer Service, Developer Tools, Gaming, iOS, Mobile, Online Games, PC Games, Social Media, Social Media Marketing, Video Games",,https://www.stomt.com,Less than $1M,,,,Seed,1,Inncubator Investments,1,,Inncubator Investments,"297,750"
Seed Round - store2be,https://www.crunchbase.com/funding_round/store2be-seed--b99e55c7,store2be,https://www.crunchbase.com/organization/store2be,Seed,"Berlin, Berlin, Germany, Europe",,,,2018-03-14,Seed,,,,Yes,Online booking platform for short-term retail and promotion space.,"Advertising Platforms, Brand Marketing, Marketing, Marketplace",,http://store2be.com,$1M to $10M,,,,Seed,3,,3,,"Atlantic Ventures, Global Founders Capital, Project A Ventures","510,959"
Pre Seed Round - Super Izzy AI,https://www.crunchbase.com/funding_round/superizzyai-pre-seed--6dd48933,Super Izzy AI,https://www.crunchbase.com/organization/superizzyai,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2018-01-01,Seed,,,,Yes,"Super Izzy AI is a femtech chatbot that offers personalized health advice for women, based on data collection and contextual understanding.","Artificial Intelligence (AI), Chatbot, Data Collection and Labeling, Health Care, Medical, Wellness, Women's",,http://www.superizzy.ai,,240000,EUR,287265,Seed,2,,1,,DMZ,"486,280"
Seed Round - Super Izzy AI,https://www.crunchbase.com/funding_round/superizzyai-seed--47e91824,Super Izzy AI,https://www.crunchbase.com/organization/superizzyai,Seed,"Berlin, Berlin, Germany, Europe",240000,EUR,287265,2018-05-04,Seed,,,,Yes,"Super Izzy AI is a femtech chatbot that offers personalized health advice for women, based on data collection and contextual understanding.","Artificial Intelligence (AI), Chatbot, Data Collection and Labeling, Health Care, Medical, Wellness, Women's",,http://www.superizzy.ai,,240000,EUR,287265,Seed,2,"Lutz Haase, Startup Campus, Startupbootcamp Digital Health Berlin",3,,"Lutz Haase, Startup Campus, Startupbootcamp Digital Health Berlin","602,031"
Seed Round - Surve Mobility,https://www.crunchbase.com/funding_round/chargery-seed--5f7d6624,Surve Mobility,https://www.crunchbase.com/organization/chargery,Seed,"Berlin, Berlin, Germany, Europe",,,,2018-01-01,Seed,,,,Yes,Surve Mobility Europe's No. 1 for intelligent shared mobility operations.,"Automotive, Car Sharing, Logistics, Software, Transportation",,http://www.survemobility.com,,5000000,EUR,5925750,Early Stage Venture,6,Linden Capital,1,,Linden Capital,"356,005"
Seed Round - T-knife,https://www.crunchbase.com/funding_round/t-knife-seed--b150c01d,T-knife,https://www.crunchbase.com/organization/t-knife,Seed,"Berlin, Berlin, Germany, Europe",8000000,EUR,9056802,2018-12-01,Seed,,,,Yes,T-knife is a developer of T cell receptors intended for T cell therapy of cancer.,Biotechnology,,https://t-knife.com/,$1M to $10M,197435084,USD,197435084,Early Stage Venture,3,,2,1,"Andera Partners, Boehringer Ingelheim Venture Fund","231,820"
Seed Round - Taledo,https://www.crunchbase.com/funding_round/taledo-seed--562b753f,Taledo,https://www.crunchbase.com/organization/taledo,Seed,"Berlin, Berlin, Germany, Europe",900000,EUR,1018890,2018-12-01,Seed,,,,Yes,Cloud- & Subscription-based Recruitment Solution,"Developer Platform, Employment, Information Technology, Recruiting",,http://www.Taledo.com,$10M to $50M,5900000,EUR,6566614,Seed,4,,2,,"Lakeside Invest & Consult, Ragnar Kruse","112,427"
Seed Round - Talentwunder,https://www.crunchbase.com/funding_round/talentwunder-seed--d60c944c,Talentwunder,https://www.crunchbase.com/organization/talentwunder,Seed,"Berlin, Berlin, Germany, Europe",,,,2018-08-31,Seed,,,,Yes,Talentwunder provides a search engine that helps companies find people with specific skill sets.,"Advertising, Internet, Recruiting, Search Engine",,http://talentwunder.com,$1M to $10M,,,,Seed,3,,1,,Plug and Play,"489,101"
Series A - Talon.One,https://www.crunchbase.com/funding_round/talon-one-series-a--d596592a,Talon.One,https://www.crunchbase.com/organization/talon-one,Series A,"Berlin, Berlin, Germany, Europe",,,,2018-12-18,Early Stage Venture,,,,Yes,"Talon.One is a solution for creating, managing, and analyzing promotional marketing campaigns.","Business Development, Enterprise Software, Information Technology, Loyalty Programs, Marketing, SaaS, Software",,https://talon.one,$1M to $10M,,,,Late Stage Venture,6,,1,,IRIS,"197,166"
Venture Round - Tausendkind,https://www.crunchbase.com/funding_round/tausendkind-series-unknown--44d88692,Tausendkind,https://www.crunchbase.com/organization/tausendkind,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",15000000,EUR,18372491,2018-03-20,,,,,Yes,Tausendkind operates as an e-commerce one-stop shop for infants up to the age of eight. ,"Children, E-Commerce, Fashion, Lifestyle, Shopping",,http://www.tausendkind.de/,$10M to $50M,15000000,EUR,18372491,M&A,6,,6,2,"Capnamic Ventures, Davidson Technology Growth Debt Fund, IBB Ventures, MGO Digital Ventures, pd ventures, Rheinische Post Mediengruppe","289,357"
Series A - Taxfix,https://www.crunchbase.com/funding_round/taxfix-series-a--d5132c7d,Taxfix,https://www.crunchbase.com/organization/taxfix,Series A,"Berlin, Berlin, Germany, Europe",13000000,USD,13000000,2018-08-09,Early Stage Venture,,,,Yes,Taxfix Group is Europe’s leading financial platform for digital tax filing. Taxfix’s mission is to fix finances for all.,"Accounting, Apps, Software",,http://www.taxfix.de,$100M to $500M,330000000,USD,330000000,Late Stage Venture,5,Valar Ventures,3,1,"Creandum, redalpine, Valar Ventures","592,814"
Seed Round - Tellonym,https://www.crunchbase.com/funding_round/tellonym-seed--ffefcd16,Tellonym,https://www.crunchbase.com/organization/tellonym,Seed,"Berlin, Berlin, Germany, Europe",,,,2018-09-01,Seed,,,,Yes,"Tellonym is a messaging network that can receive anonymous messages, opinions, confessions, and messages from friends and acquaintances.","Messaging, Mobile Apps, Social Media",,https://tellonym.me,Less than $1M,,,,Seed,1,,2,,"BLN Capital, Janosch Kühn","529,944"
Convertible Note - Teraki,https://www.crunchbase.com/funding_round/teraki-convertible-note--579d5698,Teraki,https://www.crunchbase.com/organization/teraki,Convertible Note,"Berlin, Berlin, Germany, Europe",1250000,EUR,1539161,2018-04-01,,,,,No,"Teraki is a driver for scaling of insurance, maintenance and autonomous driving applications by enabling access to more qualitative data.","Apps, Autonomous Vehicles, Information Technology",,http://www.teraki.com/,$1M to $10M,16096421,USD,16096421,Early Stage Venture,8,,2,,"GPS Ventures, Paladin Capital Group","288,229"
Angel Round - The Female Company,https://www.crunchbase.com/funding_round/the-female-company-angel--1e15ca47,The Female Company,https://www.crunchbase.com/organization/the-female-company,Angel,"Berlin, Berlin, Germany, Europe",,,,2018-02-14,Seed,,,,Yes,Building Europe's leading femcare platform – from first period to menopause.,"Consumer Goods, Health Care, Health Diagnostics, Women's",,https://www.thefemalecompany.com/,$1B to $10B,,,,,4,,1,,Yannick Frank,"584,617"
Seed Round - The Joy,https://www.crunchbase.com/funding_round/the-joy-seed--5069bae3,The Joy,https://www.crunchbase.com/organization/the-joy,Seed,"Berlin, Berlin, Germany, Europe",1600000,EUR,1821525,2018-12-07,Seed,,,,Yes,"The Joy is a marketplace for beauty, hair and wellness treatments, bookable anytime and anywhere.","Apps, Consumer, E-Commerce, Marketplace, Wellness",,https://thejoy.com,,1600000,EUR,1821525,Seed,1,,,,,"661,056"
Venture Round - The Rainforest Company,https://www.crunchbase.com/funding_round/the-rainforest-company-series-unknown--bb7c8328,The Rainforest Company,https://www.crunchbase.com/organization/the-rainforest-company,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",,,,2018-12-05,,,,,Yes,The Rainforest Company рrоvіdеs natural food products to change the lifestyle of its customers.,"Food and Beverage, Organic Food",,http://www.therainforestco.de,,36000000,EUR,38152164,,4,Katjes Greenfood,1,1,Katjes Greenfood,"299,830"
Pre Seed Round - Think-it,https://www.crunchbase.com/funding_round/think-it-b3d7-pre-seed--731711a0,Think-it,https://www.crunchbase.com/organization/think-it-b3d7,Pre-Seed,"Berlin, Berlin, Germany, Europe",150000,USD,150000,2018-09-10,Seed,,,,Yes,Tackling humanity's greatest challenges with technology and Tunisian talent,"Information Technology, Software, Software Engineering",,https://think-it.io/,$1B to $10B,316502,USD,316502,Seed,2,Katapult,1,1,Katapult,"647,629"
Seed Round - TIER Mobility,https://www.crunchbase.com/funding_round/tier-mobility-seed--9067fb5c,TIER Mobility,https://www.crunchbase.com/organization/tier-mobility,Seed,"Berlin, Berlin, Germany, Europe",2000000,USD,2000000,2018-10-15,Seed,,,,Yes,TIER Mobility is a micro-mobility company that provides sustainable ride-sharing solutions to its customers.,"Electric Vehicle, GreenTech, Ride Sharing, Transportation",,http://www.tier.app,$100M to $500M,646934882,USD,646934882,,11,Speedinvest,2,1,"Point Nine, Speedinvest","174,367"
Series A - TIER Mobility,https://www.crunchbase.com/funding_round/tier-mobility-series-a--79cbeae5,TIER Mobility,https://www.crunchbase.com/organization/tier-mobility,Series A,"Berlin, Berlin, Germany, Europe",36000000,USD,36000000,2018-10-23,Early Stage Venture,,,,Yes,TIER Mobility is a micro-mobility company that provides sustainable ride-sharing solutions to its customers.,"Electric Vehicle, GreenTech, Ride Sharing, Transportation",,http://www.tier.app,$100M to $500M,646934882,USD,646934882,,11,Northzone,8,4,"Indico Capital Partners, Kibo Ventures, Market One Capital, Nico Rosberg, Northzone, Point Nine, Speedinvest, White Star Capital","586,278"
Series A - Tillhub,https://www.crunchbase.com/funding_round/tillhub-series-a--1a76a651,Tillhub,https://www.crunchbase.com/organization/tillhub,Series A,"Berlin, Berlin, Germany, Europe",4000000,EUR,4868241,2018-04-25,Early Stage Venture,,,,Yes,Tillhub provides POS system for retailers and service providers.,"Cloud Computing, Cloud Data Services, Internet, Point of Sale, Software",,https://www.tillhub.de,$1M to $10M,7000000,EUR,8219541,M&A,5,,6,,"Bank of America, Dietrich Gottwald, Elavon, Felix Jahn, Müller Medien, Neosfer","334,763"
Series B - tink,https://www.crunchbase.com/funding_round/tink-2-series-b--3a377df7,tink,https://www.crunchbase.com/organization/tink-2,Series B,"Berlin, Berlin, Germany, Europe",12500000,USD,12500000,2018-10-30,Early Stage Venture,,,,Yes,tink - we help people to embrace technology in life,"Consumer Electronics, Internet of Things, Smart Home",,https://www.tink.de,$50M to $100M,65324008,USD,65324008,Late Stage Venture,4,"Global Founders Capital, SevenVentures, Vattenfall",3,,"Global Founders Capital, SevenVentures, Vattenfall","375,561"
Post-IPO Equity - TME Pharma,https://www.crunchbase.com/funding_round/noxxon-pharma-post-ipo-equity--ea09d90b,TME Pharma,https://www.crunchbase.com/organization/noxxon-pharma,Post-IPO Equity,"Berlin, Berlin, Germany, Europe",6200000,EUR,7080738,2018-11-16,,,,,Yes,TME Pharma develops biostable aptamers and substances based on mirror image nucleic acids.,"Biotechnology, Health Care, Pharmaceutical",,https://www.tmepharma.com/,Less than $1M,141130000,EUR,165504982,IPO,14,Acuitas Investments,1,,Acuitas Investments,"235,729"
Series B - Tourlane,https://www.crunchbase.com/funding_round/tourlane-series-b--359c1a23,Tourlane,https://www.crunchbase.com/organization/tourlane,Series B,"Berlin, Berlin, Germany, Europe",24000000,USD,24000000,2018-12-06,Early Stage Venture,,,,Yes,Tourlane is a tour planning and booking platform that helps travelers research and buy multi-day tours online.,"Internet, Leisure, Reservations, Tourism, Travel",,https://www.tourlane.com,$1M to $10M,127386310,USD,127386310,Late Stage Venture,6,Sequoia Capital,4,3,"DN Capital, HV Capital, Sequoia Capital, Spark Capital","493,292"
