Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,Investor Names,CB Rank (Funding Round)
Series C - Everphone,https://www.crunchbase.com/funding_round/everphone-series-c--b9b32fcf,Everphone,https://www.crunchbase.com/organization/everphone,Series C,"Berlin, Berlin, Germany, Europe",65000000,USD,65000000,2021-12-06,Late Stage Venture,,,,Yes,"Everphone is a mobile device service center that offers configuration, distribution, and management solutions.","B2B, Electronics, Information Technology, Mobile Devices, Rental",,https://www.everphone.com,$50M to $100M,579893095,USD,579893095,Late Stage Venture,10,Cadence Growth Capital,6,4,"AlleyCorp, Cadence Growth Capital, Deutsche Bank, Deutsche Telekom, Phoenix Financial, Signals Venture Capital","373,770"
Series A - Every.,https://www.crunchbase.com/funding_round/every-d710-series-a--43bf330c,Every.,https://www.crunchbase.com/organization/every-d710,Series A,"Berlin, Berlin, Germany, Europe",,,,2021-11-01,Early Stage Venture,,,,Yes,Every. is a food and beverage company that provides plant-based food and other food dishes.,"E-Commerce, Food and Beverage, Food Processing, Plant-Based Foods",,https://every-foods.com,$1B to $10B,,,,Early Stage Venture,1,,1,,Leblon Capital,"63,788"
Pre Seed Round - Exakt Health,https://www.crunchbase.com/funding_round/exakt-health-pre-seed--7b04f0e1,Exakt Health,https://www.crunchbase.com/organization/exakt-health,Pre-Seed,"Berlin, Berlin, Germany, Europe",500000,EUR,586368,2021-03-31,Seed,,,,Yes,Exakt Health is a physio app for sports injuries that creates an individualized rehabilitation plan.,"Apps, Health Care, Medical, Sports",,https://exakthealth.com/,$10M to $50M,4542515,USD,4542515,Seed,4,Inventures,10,1,"Cornelia Hoppe, Gemma Bloemen, Gloria Baeuerlein, Inventures, Kelly Ford, Lina Behrens, Maximilian Tayenthal, Michelle Capiod, Nicolas Kopp, Possible Ventures","471,660"
Series B - Expertlead,https://www.crunchbase.com/funding_round/expertlead-series-b--c1cbcc24,Expertlead,https://www.crunchbase.com/organization/expertlead,Series B,"Berlin, Berlin, Germany, Europe",9500000,EUR,11280423,2021-08-02,Early Stage Venture,,,,Yes,"Expertlead helps companies find, assess, and hire ‍qualified tech experts.","Employment, Freelance, Human Resources, Information Technology, Lead Management, Recruiting",,https://www.expertlead.com,$1M to $10M,16500000,EUR,19238369,M&A,3,Acton Capital,3,2,"Acton Capital, Kreos Capital, Rocket Internet","520,930"
Series A - Explosion AI,https://www.crunchbase.com/funding_round/explosion-ai-series-a--ba13790b,Explosion AI,https://www.crunchbase.com/organization/explosion-ai,Series A,"Berlin, Berlin, Germany, Europe",6000000,USD,6000000,2021-09-02,Early Stage Venture,114000000,USD,114000000,Yes,"Explosion is a software company specializing in developer tools for AI, ML, NLP, and data annotation.","Artificial Intelligence (AI), Developer Tools, Machine Learning, Natural Language Processing, Software",,https://explosion.ai,$1M to $10M,6000000,USD,6000000,Early Stage Venture,1,SignalFire,1,1,SignalFire,"139,323"
Private Equity Round - expondo,https://www.crunchbase.com/funding_round/expondo-private-equity--40035d68,expondo,https://www.crunchbase.com/organization/expondo,Private Equity,"Berlin, Berlin, Germany, Europe",,,,2021-07-23,Private Equity,,,,Yes,Expondo is an online marketplace for professional equipment.,"E-Commerce, E-Commerce Platforms, Internet",,https://corporate.expondo.com,$1M to $10M,,,,Private Equity,1,Crédit Mutuel Equity,1,1,Crédit Mutuel Equity,"84,550"
Seed Round - Fairsenden,https://www.crunchbase.com/funding_round/fairsenden-seed--f46f97ba,Fairsenden,https://www.crunchbase.com/organization/fairsenden,Seed,"Berlin, Berlin, Germany, Europe",4000000,EUR,4622151,2021-11-04,Seed,,,,Yes,"Fairsenden engages in the logistics, supply chain, and green delivery industry.","Delivery, Logistics, Supply Chain Management, Warehousing",,https://fairsenden.digital/,$1M to $10M,4000000,EUR,4622151,Seed,1,"Christian Flick, Navid Thielemann",2,,"Christian Flick, Navid Thielemann","39,895"
Pre Seed Round - Fairsich,https://www.crunchbase.com/funding_round/carriot-pre-seed--70ddb9e5,Fairsich,https://www.crunchbase.com/organization/carriot,Pre-Seed,"Berlin, Berlin, Germany, Europe",17500,EUR,21394,2021-05-20,Seed,,,,Yes,Fairsich is a fair motor insurance solution that consists of a constant monitoring IoT device.,InsurTech,,https://www.fairsich.de,,167500,EUR,191349,Seed,2,,,,,"131,979"
Seed Round - Fanzone Media,https://www.crunchbase.com/funding_round/fanzone-media-seed--4d5eda9d,Fanzone Media,https://www.crunchbase.com/organization/fanzone-media,Seed,"Berlin, Berlin, Germany, Europe",,,,2021-04-05,Seed,,,,Yes,Fanzone Media is a fan engagement platform with digital trading cards.,"Blockchain, Cryptocurrency, Media and Entertainment, Sports",,https://www.fanzone.io,,75000,USD,75000,Seed,3,Porsche Ventures,1,,Porsche Ventures,"546,389"
Series B - Felmo,https://www.crunchbase.com/funding_round/felmo-series-b--1840db3a,Felmo,https://www.crunchbase.com/organization/felmo,Series B,"Berlin, Berlin, Germany, Europe",15000000,EUR,17757006,2021-08-04,Early Stage Venture,,,,Yes,Felmo offers various veterinary services conveniently and stress-free at your home for your pets.,"Health Care, Home Health Care, Internet, Pet",,https://felmo.de,$1B to $10B,15000000,EUR,17757006,Early Stage Venture,3,,4,,"468 Capital, Burda Principal Investments, HV Capital, redalpine","92,627"
Series A - Felmo,https://www.crunchbase.com/funding_round/felmo-series-a--2dcc2ba7,Felmo,https://www.crunchbase.com/organization/felmo,Series A,"Berlin, Berlin, Germany, Europe",,,,2021-01-14,Early Stage Venture,,,,Yes,Felmo offers various veterinary services conveniently and stress-free at your home for your pets.,"Health Care, Home Health Care, Internet, Pet",,https://felmo.de,$1B to $10B,15000000,EUR,17757006,Early Stage Venture,3,redalpine,3,,"468 Capital, HV Capital, redalpine","546,244"
Seed Round - Fertilly,https://www.crunchbase.com/funding_round/fertilly-seed--379b848f,Fertilly,https://www.crunchbase.com/organization/fertilly,Seed,"Berlin, Berlin, Germany, Europe",,,,2021-06-30,Seed,,,,Yes,Fertilly is a digital health platform.,"Fertility, Health Care, Health Diagnostics",,https://fertilly.com/,,,,,,2,,5,,"IBB Ventures, ICLUB VC, Sanner Ventures, TA Ventures, Wille Finance","192,165"
Seed Round - Field 33,https://www.crunchbase.com/funding_round/field-33-seed--de97e40b,Field 33,https://www.crunchbase.com/organization/field-33,Seed,"Berlin, Berlin, Germany, Europe",,,,2021-06-03,Seed,,,,Yes,Field 33 helps large companies connect and manage the increasingly complex interactions of internal strategic goals.,"Business Information Systems, Business Intelligence, Data Visualization, Predictive Analytics, SaaS, Semantic Web",,https://www.field33.com,,,,,Seed,1,Atlantic Labs,2,,"Atlantic Labs, Marcus Ruebsam","172,991"
Pre Seed Round - fina,https://www.crunchbase.com/funding_round/heyfina-pre-seed--4b6be04c,fina,https://www.crunchbase.com/organization/heyfina,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2021-10-19,Seed,,,,Yes,fina is the simplest wallet interface for beginners to start exploring crypto and DeFi safely.,"Financial Services, FinTech, Software, Trading Platform",,https://www.heyfina.com/,$1M to $10M,,,,Seed,1,"Atlantic Labs, Seedcamp",11,1,"Accel, Atlantic Labs, Diana zur Löwen, Dominik Richter, Georgina Smallwood, Lawrence Leuschner, Philippe Teixeira da Mota, Seedcamp, The Delta, Tiny VC, Visionaries Club","137,878"
Pre Seed Round - FinList,https://www.crunchbase.com/funding_round/finlist-pre-seed--14af769a,FinList,https://www.crunchbase.com/organization/finlist,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2021-06-16,Seed,,,,Yes,FinList is a loan software to increase the financing probability of commercial real estate financing projects.,"Commercial Real Estate, FinTech, Information Technology, Internet, Real Estate, Real Estate Investment, Software",,https://www.finlist.de,Less than $1M,,,,Seed,2,,,,,"375,384"
Seed Round - FinMarie,https://www.crunchbase.com/funding_round/finmarie-seed--df0a29c3,FinMarie,https://www.crunchbase.com/organization/finmarie,Seed,"Berlin, Berlin, Germany, Europe",1400000,EUR,1618331,2021-10-07,Seed,,,,Yes,FinMarie is Europe's first financial platform by and for women.,"Finance, Financial Services, FinTech, Wealth Management","Women Founded, Women Led",https://www.finmarie.com/,$1B to $10B,1400000,EUR,1618331,Seed,2,HTGF | High-Tech Gruenderfonds,2,1,"HTGF | High-Tech Gruenderfonds, Wallstreet Online","136,179"
Pre Seed Round - Finmid,https://www.crunchbase.com/funding_round/finmid-pre-seed--248d34cb,Finmid,https://www.crunchbase.com/organization/finmid,Pre-Seed,"Berlin, Berlin, Germany, Europe",2000000,EUR,2403991,2021-05-01,Seed,,,,Yes,Finmid enables software companies to integrate financial services into their product portfolio through a single API integration.,"Financial Services, FinTech, Lending, Software",,https://finmid.com,,35600000,EUR,38864552,Early Stage Venture,3,Earlybird Venture Capital,2,,"Earlybird Venture Capital, Maximilian Tayenthal","433,357"
Series A - Finoa,https://www.crunchbase.com/funding_round/finoa-series-a--8b67677b,Finoa,https://www.crunchbase.com/organization/finoa,Series A,"Berlin, Berlin, Germany, Europe",18700000,EUR,22674912,2021-04-29,Early Stage Venture,,,,Yes,Finoa is a regulated custodian for digital assets offering custody and staking services to institutional investors and corporations.,"Banking, Blockchain, Cryptocurrency, Financial Services, FinTech",,https://finoa.io/,$1M to $10M,34900000,EUR,40196721,,4,Balderton Capital,4,1,"Balderton Capital, coparion, Signature Ventures, Venture Stars","343,990"
Angel Round - FIRST A,https://www.crunchbase.com/funding_round/first-a-angel--82787a82,FIRST A,https://www.crunchbase.com/organization/first-a,Angel,"Berlin, Berlin, Germany, Europe",,,,2021-10-07,Seed,,,,Yes,FIRST A is a software application that offers delivery services for local pharmacies.,"Apps, Delivery Service, Health Care, Medical, Pharmaceutical",,https://first-a.de/,,,,,M&A,1,,1,,Janosch Kühn,"640,326"
Pre Seed Round - FixFirst,https://www.crunchbase.com/funding_round/fixfirst-pre-seed--6161fb81,FixFirst,https://www.crunchbase.com/organization/fixfirst,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2021-05-01,Seed,,,,Yes,"B2B SaaS, Circular Economy, Sustainability, AI, Repair, Maintenance, Refurbishment,","B2B, CleanTech, Consumer Electronics, Electronics, GreenTech, Home and Garden, SaaS, Software, Sustainability, Waste Management",,https://fixfirst.io/,$1M to $10M,,,,Seed,1,,,,,"107,126"
Pre Seed Round - Flank,https://www.crunchbase.com/funding_round/legal-os-pre-seed--5b1ba517,Flank,https://www.crunchbase.com/organization/legal-os,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2021-10-01,Seed,,,,Yes,AI Workforce for Enterprise Governance,"Artificial Intelligence (AI), Information Technology, Legal, Software",,https://getflank.ai,$1M to $10M,8200000,USD,8200000,Seed,5,,1,,Leblon Capital,"64,018"
Pre Seed Round - Flash,https://www.crunchbase.com/funding_round/flash-5a31-pre-seed--d5e97d54,Flash,https://www.crunchbase.com/organization/flash-5a31,Pre-Seed,"Berlin, Berlin, Germany, Europe",500000,EUR,579520,2021-10-14,Seed,,,,Yes,Flash helps brands create the mobile shopping for their customers in both the digital and the physicalworld.,"Apps, E-Commerce, Internet, Mobile Payments, Shopping, Software",,https://www.joinflash.io/,Less than $1M,500000,EUR,579520,Seed,1,Flash Ventures,1,,Flash Ventures,"110,674"
Angel Round - Flexcavo,https://www.crunchbase.com/funding_round/flexcavo-angel--e95dc126,Flexcavo,https://www.crunchbase.com/organization/flexcavo,Angel,"Berlin, Berlin, Germany, Europe",1437500,EUR,1679884,2021-09-28,Seed,,,,Yes,ConTech venture focused on workflow automation for construction companies.,"Construction, Software",,https://www.flexcavo.de,$1M to $10M,13937500,EUR,16080576,M&A,6,,6,,"Anselm Bauer, Benjamin Guenther, Felix Jahn, Florian Huber, Max-Josef Meier, Sebastian Schuon","251,984"
Seed Round - Flexcavo,https://www.crunchbase.com/funding_round/flexcavo-seed--09fb600d,Flexcavo,https://www.crunchbase.com/organization/flexcavo,Seed,"Berlin, Berlin, Germany, Europe",5000000,EUR,5843074,2021-09-28,Seed,,,,Yes,ConTech venture focused on workflow automation for construction companies.,"Construction, Software",,https://www.flexcavo.de,$1M to $10M,13937500,EUR,16080576,M&A,6,"Redstone.VC, VR Ventures",7,2,"Felix Jahn, FJ Labs, Florian Huber, Max-Josef Meier, Picus Capital, Redstone.VC, VR Ventures","266,898"
Series A - Flexcavo,https://www.crunchbase.com/funding_round/flexcavo-series-a--14c1219a,Flexcavo,https://www.crunchbase.com/organization/flexcavo,Series A,"Berlin, Berlin, Germany, Europe",,,,2021-07-01,Early Stage Venture,,,,Yes,ConTech venture focused on workflow automation for construction companies.,"Construction, Software",,https://www.flexcavo.de,$1M to $10M,13937500,EUR,16080576,M&A,6,,1,,Loric Ventures,"620,359"
Seed Round - Flexperto,https://www.crunchbase.com/funding_round/flexperto-seed--be45e3af,Flexperto,https://www.crunchbase.com/organization/flexperto,Seed,"Berlin, Berlin, Germany, Europe",,,,2021-02-17,Seed,,,,Yes,Flexperto is a SaaS-Platform for digital communication between enterprises and customers.,"Enterprise Software, Internet, SaaS, Software, Unified Communications",,https://flexperto.com/,$1M to $10M,3250000,EUR,3635192,M&A,3,Plug and Play Insurtech,1,,Plug and Play Insurtech,"626,060"
Series B - Flink Food,https://www.crunchbase.com/funding_round/flink-food-gmbh-series-b--24907815,Flink Food,https://www.crunchbase.com/organization/flink-food-gmbh,Series B,"Berlin, Berlin, Germany, Europe",750000000,USD,750000000,2021-12-10,Early Stage Venture,2100000000,USD,2100000000,Yes,Flink is an online startup that offers grocery deliveries in ten minutes.,"E-Commerce, Food and Beverage, Food Delivery, Grocery, Mobile Apps",,https://www.goflink.com,$100M to $500M,1421187890,USD,1421187890,,7,DoorDash,9,7,"Bond, Cherry Ventures, DoorDash, Mubadala Capital Ventures, Northzone, Prosus & Naspers, Rewe Group, Target Global, TriplePoint Capital","216,657"
Seed Round - Flink Food,https://www.crunchbase.com/funding_round/flink-food-gmbh-seed--6326aa8c,Flink Food,https://www.crunchbase.com/organization/flink-food-gmbh,Seed,"Berlin, Berlin, Germany, Europe",52000000,USD,52000000,2021-03-02,Seed,20000000,EUR,24170090,Yes,Flink is an online startup that offers grocery deliveries in ten minutes.,"E-Commerce, Food and Beverage, Food Delivery, Grocery, Mobile Apps",,https://www.goflink.com,$100M to $500M,1421187890,USD,1421187890,,7,Target Global,6,2,"Cherry Ventures, Cristina Stenbeck, Northzone, Oskar Hartmann, Target Global, TriplePoint Capital","242,632"
Series A - Flink Food,https://www.crunchbase.com/funding_round/flink-food-gmbh-series-a--7caeb0ae,Flink Food,https://www.crunchbase.com/organization/flink-food-gmbh,Series A,"Berlin, Berlin, Germany, Europe",240000000,USD,240000000,2021-06-04,Early Stage Venture,,,,Yes,Flink is an online startup that offers grocery deliveries in ten minutes.,"E-Commerce, Food and Beverage, Food Delivery, Grocery, Mobile Apps",,https://www.goflink.com,$100M to $500M,1421187890,USD,1421187890,,7,"Bond, Mubadala Capital Ventures, Prosus & Naspers",4,3,"Bond, Flixfounders, Mubadala Capital Ventures, Prosus & Naspers","496,098"
Seed Round - Floristy,https://www.crunchbase.com/funding_round/floristy-seed--73377978,Floristy,https://www.crunchbase.com/organization/floristy,Seed,"Berlin, Berlin, Germany, Europe",,,,2021-02-10,Seed,,,,Yes,"Floristy is an online platform for ordering flowers, plants and accessories from flower shops, garden centers or other suppliers.","E-Commerce, Flowers, Horticulture",,https://www.floristy.de/,,,,,Seed,1,Dagmar Wöhrl,1,,Dagmar Wöhrl,"96,725"
Pre Seed Round - Flow Lab,https://www.crunchbase.com/funding_round/flowletics-pre-seed--b63b98e6,Flow Lab,https://www.crunchbase.com/organization/flowletics,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2021-02-23,Seed,,,,Yes,Flow Lab is a training app for mental and emotional fitness that helps ambitious people experience more flow and productivity,"Apps, Artificial Intelligence (AI), Fitness, Lifestyle, mHealth, Mobile Apps, Personal Health, Psychology, Wellness",,http://flowlab.com/en,$1M to $10M,1240000,EUR,1486738,Seed,4,,1,,Hauer Ventures,"292,386"
Seed Round - Flow Lab,https://www.crunchbase.com/funding_round/flowletics-seed--08d07fcf,Flow Lab,https://www.crunchbase.com/organization/flowletics,Seed,"Berlin, Berlin, Germany, Europe",1000000,EUR,1217861,2021-06-09,Seed,,,,Yes,Flow Lab is a training app for mental and emotional fitness that helps ambitious people experience more flow and productivity,"Apps, Artificial Intelligence (AI), Fitness, Lifestyle, mHealth, Mobile Apps, Personal Health, Psychology, Wellness",,http://flowlab.com/en,$1M to $10M,1240000,EUR,1486738,Seed,4,IBB Ventures,3,1,"APX, IBB Ventures, VfL Wolfsburg","642,150"
Seed Round - Fobe,https://www.crunchbase.com/funding_round/fobe-c834-seed--8e2b8e50,Fobe,https://www.crunchbase.com/organization/fobe-c834,Seed,"Berlin, Berlin, Germany, Europe",,,,2021-01-01,Seed,,,,Yes,Fobe is an online luxury bag rental platform that provides luxury handbags and accessories that can be accessed by subscription.,"Apparel, E-Commerce, Fashion, Retail",,https://fobe.me/,,,,,Seed,1,,1,,10x Value Partners,"106,491"
Seed Round - Footprint Technologies,https://www.crunchbase.com/funding_round/footprint-technologies-gmbh-seed--fb0412fb,Footprint Technologies,https://www.crunchbase.com/organization/footprint-technologies-gmbh,Seed,"Berlin, Berlin, Germany, Europe",750000,EUR,881513,2021-08-26,Seed,,,,Yes,Footprint Technologies uses artificial intelligence technology to measure body parts and associated clothing.,"Computer Vision, E-Commerce, Shoes",,https://footprinttech.de,$1M to $10M,1009000,EUR,1191007,Seed,4,,,,,"676,471"
Seed Round - Footprint Technologies,https://www.crunchbase.com/funding_round/footprint-technologies-gmbh-seed--371f9419,Footprint Technologies,https://www.crunchbase.com/organization/footprint-technologies-gmbh,Seed,"Berlin, Berlin, Germany, Europe",219000,EUR,264449,2021-01-15,Seed,,,,Yes,Footprint Technologies uses artificial intelligence technology to measure body parts and associated clothing.,"Computer Vision, E-Commerce, Shoes",,https://footprinttech.de,$1M to $10M,1009000,EUR,1191007,Seed,4,,,,,"568,774"
Angel Round - Forget Finance,https://www.crunchbase.com/funding_round/forget-finance-angel--fc91118b,Forget Finance,https://www.crunchbase.com/organization/forget-finance,Angel,"Berlin, Berlin, Germany, Europe",700000,EUR,833788,2021-03-05,Seed,,,,Yes,Forget Finance provides a personal finance coach that manages your entire financial life - with personalized guidance and automation.,"Financial Services, FinTech",,http://forget.finance,$1M to $10M,4200000,EUR,4790714,Seed,2,,7,,"Erik Muttersbach, Florian Brokamp, Hanno Renner, Marcus Wolsdorf, Patrick Andrae, Reiner Mauch, Sebastian Schuon","346,972"
Series A - FORMEL Skin,https://www.crunchbase.com/funding_round/formel-skin-series-a--eb6365bb,FORMEL Skin,https://www.crunchbase.com/organization/formel-skin,Series A,"Berlin, Berlin, Germany, Europe",30000000,EUR,33772792,2021-12-14,Early Stage Venture,,,,Yes,"FORMEL Skin is a healthtech start-up with the goal of providing personalised, high-quality medical treatments through the internet.",Health Care,,https://www.formelskin.de/,$10M to $50M,35000000,EUR,39827307,Early Stage Venture,4,Singular,5,4,"Cherry Ventures, Heal Capital, Heartcore Capital, Singular, Vorwerk Ventures","632,311"
Convertible Note - Formo,https://www.crunchbase.com/funding_round/formo-bio-convertible-note--b2ef1814,Formo,https://www.crunchbase.com/organization/formo-bio,Convertible Note,"Berlin, Berlin, Germany, Europe",,,,2021-08-03,,,,,No,Formo is a cell-ag company that develops animal-free dairy products using nature-identical milk proteins from precision fermentation.,"Biotechnology, Food and Beverage, Life Science",,https://formo.bio,$1M to $10M,115308272,USD,115308272,Early Stage Venture,7,,1,,Good Seed Ventures,"383,300"
Series A - Formo,https://www.crunchbase.com/funding_round/formo-bio-series-a--53f178b0,Formo,https://www.crunchbase.com/organization/formo-bio,Series A,"Berlin, Berlin, Germany, Europe",42000000,EUR,49608272,2021-09-13,Early Stage Venture,,,,Yes,Formo is a cell-ag company that develops animal-free dairy products using nature-identical milk proteins from precision fermentation.,"Biotechnology, Food and Beverage, Life Science",,https://formo.bio,$1M to $10M,115308272,USD,115308272,Early Stage Venture,7,"Elevat3 Capital, Lowercarbon Capital",10,2,"Agronomics, Albert Wenger, CPT Capital, Elevat3 Capital, EQT, Grazia Equity, Happiness Capital, Lionheart Ventures, Lowercarbon Capital, M Ventures","476,361"
Series C - Forto,https://www.crunchbase.com/funding_round/forto-series-c--4290b24f,Forto,https://www.crunchbase.com/organization/forto,Series C,"Berlin, Berlin, Germany, Europe",201800000,EUR,240383184,2021-06-21,Late Stage Venture,798200000,EUR,950811978,Yes,Forto is a digital freight forwarder and shipping management platform that specializes in freight forwarding.,"Freight Service, Logistics, Shipping, Software, Supply Chain Management",,https://forto.com,$500M to $1B,593383184,USD,593383184,Late Stage Venture,6,SoftBank Vision Fund,9,6,"Cavalry Ventures, Cherry Ventures, Citi Ventures, G Squared, H14, Inven Capital, Northzone, SoftBank Vision Fund, Unbound","386,427"
Grant - Founderland,https://www.crunchbase.com/funding_round/founderland-grant--82181481,Founderland,https://www.crunchbase.com/organization/founderland,Grant,"Berlin, Berlin, Germany, Europe",20000,EUR,23683,2021-09-01,,,,,No,Founderland exists to accelerate the success of women of colour founders across Europe and the UK.,"Non Profit, Social Impact",,https://www.founderland.org/,,723683,USD,723683,,3,,1,,European Union,"159,649"
Grant - Founderland,https://www.crunchbase.com/funding_round/founderland-grant--43962fc2,Founderland,https://www.crunchbase.com/organization/founderland,Grant,"Berlin, Berlin, Germany, Europe",700000,USD,700000,2021-11-08,,,,,No,Founderland exists to accelerate the success of women of colour founders across Europe and the UK.,"Non Profit, Social Impact",,https://www.founderland.org/,,723683,USD,723683,,3,Google.org,1,1,Google.org,"678,030"
Seed Round - Fractal,https://www.crunchbase.com/funding_round/fractal-5def-seed--c549ca6e,Fractal,https://www.crunchbase.com/organization/fractal-5def,Seed,"Berlin, Berlin, Germany, Europe",,,,2021-01-15,Seed,,,,Yes,"Fractal is an identity verification platform, ranging from human uniqueness for sybil-resistance to KYC/AML for regulatory compliance","Blockchain, Compliance, Identity Management, Information Technology, SaaS, Security, Software, Web3",,https://web.fractal.id,Less than $1M,,,,Seed,3,,3,,"Advanced Blockchain, KuCoin, NewTribe Capital","61,473"
Series B - FRAMEN,https://www.crunchbase.com/funding_round/framen-gmbh-series-b--89279722,FRAMEN,https://www.crunchbase.com/organization/framen-gmbh,Series B,"Berlin, Berlin, Germany, Europe",,,,2021-01-02,Early Stage Venture,,,,Yes,"We build the internet of screens in semi-public spaces for news, inspirations and advertisement.","Advertising, Computer Vision, Marketing",,https://www.framen.com,$1M to $10M,,,,M&A,6,Axel Springer,1,,Axel Springer,"231,615"
Series A - Freaks 4U,https://www.crunchbase.com/funding_round/freaks-4u-series-a--f8e2a844,Freaks 4U,https://www.crunchbase.com/organization/freaks-4u,Series A,"Berlin, Berlin, Germany, Europe",15000000,EUR,17603836,2021-08-12,Early Stage Venture,,,,Yes,"Freaks 4U is a marketing agency that offers corporate communications, in-house media, and productions for gaming and esports.","Advertising, Marketing, Online Games",,http://www.freaks4u.de,$1M to $10M,26600000,EUR,30227382,M&A,3,COI Partners,1,,COI Partners,"543,535"
Pre Seed Round - Freshflow,https://www.crunchbase.com/funding_round/freshflow-pre-seed--2953866b,Freshflow,https://www.crunchbase.com/organization/freshflow,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2021-02-01,Seed,,,,Yes,Freshflow is harnessing AI to build the food supply chain technology of the future and tackle global food waste.,"Artificial Intelligence (AI), Food Delivery, Machinery Manufacturing, Supply Chain Management",,https://freshflow.ai,,1700000,EUR,1841976,Seed,2,,1,1,Entrepreneur First,"649,742"
Seed Round - Friday Finance,https://www.crunchbase.com/funding_round/fridayfinance-seed--5a77d3c3,Friday Finance,https://www.crunchbase.com/organization/fridayfinance,Seed,"Berlin, Berlin, Germany, Europe",2500000,EUR,2984098,2021-06-22,Seed,,,,Yes,Friday Finance is a finance management platform that automates financial management for startups and SMBs.,"Banking, Finance, Financial Services, FinTech, Payments, Software",,https://fridayfinance.com,$1M to $10M,22984098,USD,22984098,M&A,3,New Wave (VC),8,3,"10K Ventures, another.vc, Cristóbal Conde, Luca Ascani, Marc McCabe, New Wave (VC), Speedinvest, Tiny VC","642,529"
Pre Seed Round - Friday Finance,https://www.crunchbase.com/funding_round/fridayfinance-pre-seed--64080d8c,Friday Finance,https://www.crunchbase.com/organization/fridayfinance,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2021-05-01,Seed,,,,Yes,Friday Finance is a finance management platform that automates financial management for startups and SMBs.,"Banking, Finance, Financial Services, FinTech, Payments, Software",,https://fridayfinance.com,$1M to $10M,22984098,USD,22984098,M&A,3,,6,1,"another.vc, Calm/Storm Ventures, Entrepreneur First, Philippe Teixeira da Mota, Speedinvest, Tiny VC","506,896"
Seed Round - Future Demand,https://www.crunchbase.com/funding_round/future-demand-seed--7d583562,Future Demand,https://www.crunchbase.com/organization/future-demand,Seed,"Berlin, Berlin, Germany, Europe",,,,2021-10-27,Seed,,,,Yes,Future Demand is a software platform that provides SaaS solution for predicting demand for events and digital services.,"Advertising, Marketing, Media and Entertainment, SaaS, Sales",,https://www.future-demand.com/,$1M to $10M,,,,Seed,1,,2,,"Carlo Kölzer, IBB Ventures","161,775"
Pre Seed Round - Fyppit,https://www.crunchbase.com/funding_round/fyppit-pre-seed--1e13257e,Fyppit,https://www.crunchbase.com/organization/fyppit,Pre-Seed,"Berlin, Berlin, Germany, Europe",50000,EUR,58893,2021-04-01,Seed,,,,Yes,Local Shops only E-commerce marketplace with a cargo-bike delivery fleet,"E-Commerce, Last Mile Transportation, Marketplace, Same Day Delivery",,http://www.fyppit.com,,50000,EUR,58893,Seed,1,APX,3,,"APX, Axel Springer, Naveen Prasad","141,925"
Pre Seed Round - Fyrfeed,https://www.crunchbase.com/funding_round/fyrfeed-pre-seed--c1898a6b,Fyrfeed,https://www.crunchbase.com/organization/fyrfeed,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2021-02-09,Seed,,,,Yes,"Fyrfeed is an AI-powered subscription service delivering high-quality, ready-to-publish content for b2b customers.","Artificial Intelligence (AI), Content Marketing, Machine Learning, Marketing, Marketing Automation, Software",,https://fyrfeed.com,$1M to $10M,2430000,EUR,2613634,Seed,4,,1,,Lepi Ventures,"81,927"
Angel Round - Fyrfeed,https://www.crunchbase.com/funding_round/fyrfeed-angel--6ab3bdc5,Fyrfeed,https://www.crunchbase.com/organization/fyrfeed,Angel,"Berlin, Berlin, Germany, Europe",300000,EUR,361463,2021-02-05,Seed,,,,Yes,"Fyrfeed is an AI-powered subscription service delivering high-quality, ready-to-publish content for b2b customers.","Artificial Intelligence (AI), Content Marketing, Machine Learning, Marketing, Marketing Automation, Software",,https://fyrfeed.com,$1M to $10M,2430000,EUR,2613634,Seed,4,,6,,"J. Michael Nauman, Jochen Hummel, Josef Arweck, Julius Göllner, Sven Rawe, Volker Asemann","593,553"
Pre Seed Round - FYTA,https://www.crunchbase.com/funding_round/fyta-pre-seed--48ca1ecc,FYTA,https://www.crunchbase.com/organization/fyta,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2021-07-01,Seed,,,,Yes,FYTA is a Berlin-based start-up that creates products for people who are passionate about plants and indoor gardening.,"Apps, E-Commerce, Home and Garden",,https://fyta.de/,$1M to $10M,,,,Seed,1,,1,,APX,"135,093"
