Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,Investor Names,CB Rank (Funding Round)
Seed Round - Gaming Star,https://www.crunchbase.com/funding_round/gaming-star-seed--a6233256,Gaming Star,https://www.crunchbase.com/organization/gaming-star,Seed,"Berlin, Berlin, Germany, Europe",,,,2021-09-21,Seed,,,,Yes,Gaming Star is an online gaming platform.,"Apps, Gaming, Online Games",,https://app.gaming-stars.net/auth,,,,,Seed,1,,2,,"Business Angels Switzerland (BAS), GVenture Technology","64,102"
Pre Seed Round - Gavel,https://www.crunchbase.com/funding_round/gavel-pre-seed--338c7e26,Gavel,https://www.crunchbase.com/organization/gavel,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2021-09-20,Seed,,,,Yes,Gavel combines live video shopping with live auctions to deliver enjoyment and discoverability to e-commerce.,"E-Commerce, Online Auctions, Shopping",,https://letsgavel.com/,,,,,Seed,1,,2,,"Systema, Y Combinator","60,425"
Seed Round - GCN Global Comparison Network,https://www.crunchbase.com/funding_round/gcn-global-comparison-network-seed--fb812d23,GCN Global Comparison Network,https://www.crunchbase.com/organization/gcn-global-comparison-network,Seed,"Berlin, Berlin, Germany, Europe",,,,2021-12-01,Seed,,,,Yes,GCN Global Comparison Network GmbH has been active in the field of internationally operating meta search business.,Internet,,https://www.globalcomparison.net/,,,,,Seed,1,,1,,Schürfeld Group,"107,718"
Series A - German Autolabs,https://www.crunchbase.com/funding_round/german-autolabs-series-a--1fc39a71,German Autolabs,https://www.crunchbase.com/organization/german-autolabs,Series A,"Berlin, Berlin, Germany, Europe",1000000,EUR,1176865,2021-03-29,Early Stage Venture,,,,Yes,German Autolabs empowers mobile workers in logistics with voice assistance.,"Automotive, Internet of Things, Last Mile Transportation, Logistics, Navigation",,http://germanautolabs.com,$1M to $10M,10000000,EUR,11314409,Early Stage Venture,7,Redstone.VC,4,1,"coparion, Redstone.VC, Schwarzwälder Bote, Target Partners","521,382"
Pre Seed Round - Get Your Sports,https://www.crunchbase.com/funding_round/get-your-sports-pre-seed--c379aac8,Get Your Sports,https://www.crunchbase.com/organization/get-your-sports,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2021-12-01,Seed,,,,Yes,Get Your Sports is a marketplace that enables consumers to book sports and wellness activities from their smartphone or desktop computer.,"B2B, B2C, Fitness, Sports",,https://getyoursports.com/,,,,,Seed,1,,,,,"158,108"
Seed Round - getquin,https://www.crunchbase.com/funding_round/quin-seed--cc515f31,getquin,https://www.crunchbase.com/organization/quin,Seed,"Berlin, Berlin, Germany, Europe",,,,2021-01-01,Seed,,,,Yes,All your assets in one place.,"Financial Services, FinTech, Impact Investing, Wealth Management",,https://www.getquin.com/,$1M to $10M,16228400,USD,16228400,Early Stage Venture,4,,1,,Portage Ventures,"65,625"
Seed Round - GetSteps,https://www.crunchbase.com/funding_round/getsteps-seed--028a735f,GetSteps,https://www.crunchbase.com/organization/getsteps,Seed,"Berlin, Berlin, Germany, Europe",2500000,EUR,2947998,2021-07-19,Seed,,,,Yes,GetSteps is an orthopedic shoemaker company.,"Health Care, Shoes",,https://get-steps.com/,$1M to $10M,2500000,EUR,2947998,Seed,2,,4,,"Benedikt Franke, Felix Jahn, Philip Stangner, STS Ventures","332,214"
Seed Round - gitti,https://www.crunchbase.com/funding_round/gitti-seed--485db2b3,gitti,https://www.crunchbase.com/organization/gitti,Seed,"Berlin, Berlin, Germany, Europe",6900000,EUR,8189921,2021-08-03,Seed,,,,Yes,Gitti is a direct-to-consumer beauty company with a focus on conscious beauty innovations.,"Beauty, Consumer Goods",,https://www.gitticonsciousbeauty.de,$1M to $10M,9900000,EUR,11741322,Seed,3,,4,,"Alexander Frolov, Grazia Equity, Martin Avetisyan, XAnge","498,279"
Series C - Gorillas,https://www.crunchbase.com/funding_round/gorillas-series-c--6d203c65,Gorillas,https://www.crunchbase.com/organization/gorillas,Series C,"Berlin, Berlin, Germany, Europe",1000000000,USD,1000000000,2021-10-20,Late Stage Venture,2100000000,USD,2100000000,Yes,Gorillas is a delivery startup that allows customers to order groceries and other household items.,"Delivery, Delivery Service, E-Commerce, Grocery",,https://gorillas.io,,1335415310,USD,1335415310,M&A,6,Delivery Hero,19,3,"A* Capital, Alanda Capital Management, BBQ Capital, Buddy Shakhashir, Coatue, Da Vinci Capital, Delivery Hero, Dragoneer Investment Group, DST Global, Fifth Wall, FoodLabs, G Squared, Greenoaks, ICU Ventures, Macquarie Capital, Material V, MSA Novo, Tencent, Thrive Capital","192,603"
Series B - Gorillas,https://www.crunchbase.com/funding_round/gorillas-series-b--2a802c44,Gorillas,https://www.crunchbase.com/organization/gorillas,Series B,"Berlin, Berlin, Germany, Europe",290000000,USD,290000000,2021-03-25,Early Stage Venture,710000000,USD,710000000,Yes,Gorillas is a delivery startup that allows customers to order groceries and other household items.,"Delivery, Delivery Service, E-Commerce, Grocery",,https://gorillas.io,,1335415310,USD,1335415310,M&A,6,"Coatue, DST Global, Tencent",7,3,"Coatue, Dragoneer Investment Group, DST Global, Fifth Wall, FoodLabs, Greenoaks, Tencent","422,381"
Pre Seed Round - Green Fusion,https://www.crunchbase.com/funding_round/green-fusion-pre-seed--485f44ed,Green Fusion,https://www.crunchbase.com/organization/green-fusion,Pre-Seed,"Berlin, Berlin, Germany, Europe",225000,EUR,259950,2021-10-11,Seed,,,,Yes,Green Fusion develops a simple and secure software solution for more efficient control of your energy system.,"Energy Management, Software",,https://www.green-fusion.eu/,,2925000,EUR,3135833,Seed,3,,2,,"High Rise Ventures, Vireo Ventures","371,937"
Convertible Note - GreenCircle,https://www.crunchbase.com/funding_round/greencircle-convertible-note--d5301764,GreenCircle,https://www.crunchbase.com/organization/greencircle,Convertible Note,"Berlin, Berlin, Germany, Europe",92000,EUR,108981,2021-07-01,,,,,No,"GreenCircle is a green platform service that enables customers to sell, buy and subscribe to pre-owned durable household goods.","Delivery, Delivery Service, E-Commerce, E-Commerce Platforms, GreenTech, Rental, Sharing Economy",,https://www.green-circle.co,,467000,EUR,515353,Seed,4,,,,,"360,257"
Series A - GRID Esports,https://www.crunchbase.com/funding_round/grid-esports-series-a--7643ef09,GRID Esports,https://www.crunchbase.com/organization/grid-esports,Series A,"Berlin, Berlin, Germany, Europe",10000000,USD,10000000,2021-04-09,Early Stage Venture,,,,Yes,The GRID Data Platform provides data infrastructure and distribution solutions to the leading game publishers.,"Analytics, Big Data, eSports, Gaming, Online Games, Software, Sports, Video Games",,https://www.grid.gg,Less than $1M,10000000,USD,10000000,Early Stage Venture,1,"Alinea Capital, Dreamcraft Ventures, Tar Heel Capital Pathfinder",4,3,"Agileo Ventures, Alinea Capital, Dreamcraft Ventures, Tar Heel Capital Pathfinder","107,824"
Series B - Grover,https://www.crunchbase.com/funding_round/grover-series-b--76352f6b,Grover,https://www.crunchbase.com/organization/grover,Series B,"Berlin, Berlin, Germany, Europe",45000000,EUR,53802009,2021-04-13,Early Stage Venture,,,,Yes,Grover offers technology subscriptions that enable customers to rent tech products on a monthly basis instead of purchasing them.,"Consumer Electronics, E-Commerce, Rental, Subscription Service",,http://www.grover.com,$500M to $1B,2341459267,USD,2341459267,,19,JMS Capital-Everglen,7,4,"Augmentum Fintech, Circularity Capital, coparion, JMS Capital-Everglen, Samsung NEXT, Seedcamp, Viola FinTech","458,132"
Series B - Grover,https://www.crunchbase.com/funding_round/grover-series-b--3afe1c98,Grover,https://www.crunchbase.com/organization/grover,Series B,"Berlin, Berlin, Germany, Europe",29000000,USD,29000000,2021-07-28,Early Stage Venture,,,,Yes,Grover offers technology subscriptions that enable customers to rent tech products on a monthly basis instead of purchasing them.,"Consumer Electronics, E-Commerce, Rental, Subscription Service",,http://www.grover.com,$500M to $1B,2341459267,USD,2341459267,,19,JMS Capital-Everglen,9,3,"Augmentum Fintech, Chromo Invest, Circularity Capital, coparion, David Rosskamp, JMS Capital-Everglen, Samsung NEXT, Seedcamp, Viola FinTech","556,269"
Venture Round - GrOwnValve,https://www.crunchbase.com/funding_round/grownvalve-series-unknown--179912d5,GrOwnValve,https://www.crunchbase.com/organization/grownvalve,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",,,,2021-06-16,,,,,Yes,GrOwnValve fills the medical need for a personalized heart valve prosthesis from the Charité and German Heart Center in Berlin.,"Manufacturing, Medical",,http://www.grownvalve.com,,2500000,EUR,2998774,,2,European Innovation Council,1,,European Innovation Council,"672,976"
Grant - GrOwnValve,https://www.crunchbase.com/funding_round/grownvalve-grant--c74c8eca,GrOwnValve,https://www.crunchbase.com/organization/grownvalve,Grant,"Berlin, Berlin, Germany, Europe",2500000,EUR,2998774,2021-06-16,,,,,No,GrOwnValve fills the medical need for a personalized heart valve prosthesis from the Charité and German Heart Center in Berlin.,"Manufacturing, Medical",,http://www.grownvalve.com,,2500000,EUR,2998774,,2,European Innovation Council,1,,European Innovation Council,"483,017"
Seed Round - Guild,https://www.crunchbase.com/funding_round/guild-4c02-seed--361086b7,Guild,https://www.crunchbase.com/organization/guild-4c02,Seed,"Berlin, Berlin, Germany, Europe",,,,2021-01-01,Seed,,,,Yes,Guild is a freelancer platform that connects freelancers and clients to talents and businesses in South Africa.,Freelance,,https://guildapp.co.za/,,,,,Seed,1,,,,,"140,780"
Series B - Habyt,https://www.crunchbase.com/funding_round/projects-series-b--494745e7,Habyt,https://www.crunchbase.com/organization/projects,Series B,"Berlin, Berlin, Germany, Europe",20000000,EUR,23825663,2021-06-17,Early Stage Venture,,,,Yes,Habyt is a housing company that simplifies housing access with digital-first solutions for tenants and landlords.,"Property Management, Real Estate, Rental, Rental Property",,https://www.habyt.com,$10M to $50M,109800000,EUR,121613709,,8,,5,5,"aldeA Ventures, HV Capital, P101, Picus Capital, Vorwerk Ventures","567,606"
Venture Round - Haferkater,https://www.crunchbase.com/funding_round/haferkater-series-unknown--98122a07,Haferkater,https://www.crunchbase.com/organization/haferkater,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",,,,2021-04-07,,,,,Yes,Haferkater operates a cafe and coffee shop specializing in salads and coffee in the city of Berlin.,"Coffee, Food and Beverage, Restaurants",,http://haferkater.de,$1M to $10M,25000,USD,25000,,3,,3,,"Alexander Eberl, Katjes Greenfood, Zentis North America LLC","391,929"
Pre Seed Round - hakuna,https://www.crunchbase.com/funding_round/hakuna-9de9-pre-seed--af380fe0,hakuna,https://www.crunchbase.com/organization/hakuna-9de9,Pre-Seed,"Berlin, Berlin, Germany, Europe",1500000,EUR,1697776,2021-12-10,Seed,,,,Yes,hakuna provides product protection solution for e-commerce and retail business.,"E-Commerce, Insurance, Service Industry",,https://en.hellohakuna.com/,,5500000,EUR,5630356,Seed,2,Visionaries Club,5,2,"Discovery Ventures, Marc-Alexander Christ, Morphais, Victor Jacobsson, Visionaries Club","656,605"
Pre Seed Round - Halitus,https://www.crunchbase.com/funding_round/halitus-pre-seed--9de0ed27,Halitus,https://www.crunchbase.com/organization/halitus,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2021-07-17,Seed,,,,Yes,"Early disease detection with a portable, simple-to-use device. Turning air into data. Mixed Hardware + SaaS","Health Diagnostics, Information Technology, Machine Learning, Medical Device",,https://www.halitus.io,,1000000,EUR,1085516,Seed,2,RoX Health,1,,RoX Health,"148,747"
Pre Seed Round - Halm,https://www.crunchbase.com/funding_round/halm-pre-seed--2f517c10,Halm,https://www.crunchbase.com/organization/halm,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2021-12-01,Seed,,,,Yes,Halm is building a modern outdoor homecare brand for consumers.,"Consumer Goods, Home and Garden, Outdoors",,https://www.halm.club/,,,,,Seed,2,,5,1,"Angel Invest, Artjem Weissbeck, Fritz Trott, Hardlymountain, Louis Pfitzner","354,523"
Angel Round - handly,https://www.crunchbase.com/funding_round/handly-angel--2f1543f9,handly,https://www.crunchbase.com/organization/handly,Angel,"Berlin, Berlin, Germany, Europe",,,,2021-08-26,Seed,,,,Yes,We are building a digital assistant helping home service companies to run their business.,"Home Renovation, Home Services, Professional Services, Service Industry, Smart Home",,https://www.handly.app,$1M to $10M,1500000,EUR,1496758,Seed,2,The Delta,2,1,"Julian Teicke, The Delta","252,294"
Seed Round - Hashtag You,https://www.crunchbase.com/funding_round/hashtag-you-seed--6effd670,Hashtag You,https://www.crunchbase.com/organization/hashtag-you,Seed,"Berlin, Berlin, Germany, Europe",,,,2021-07-01,Seed,,,,Yes,Hashtag You is a brand builder in the field of direct-to-consumer e-commerce.,E-Commerce,,https://www.hashtag-you.com/,$1B to $10B,,,,Seed,1,,4,,"Founders First Capital Partners, Fynveur, Henkel, Tengelmann Social Ventures","166,475"
Seed Round - HealthCaters,https://www.crunchbase.com/funding_round/healthcaters-seed--3e490567,HealthCaters,https://www.crunchbase.com/organization/healthcaters,Seed,"Berlin, Berlin, Germany, Europe",,,,2021-08-24,Seed,,,,Yes,HealthCaters is a connected care solution for companies that allows them to empower their employees to take control of their health.,Health Care,,https://www.healthcaters.ai,$1M to $10M,1200000,USD,1200000,Seed,2,DvH Ventures,1,1,DvH Ventures,"438,375"
Pre Seed Round - Heatle,https://www.crunchbase.com/funding_round/heatle-pre-seed--2a5fa2cb,Heatle,https://www.crunchbase.com/organization/heatle,Pre-Seed,"Berlin, Berlin, Germany, Europe",1000000,EUR,1136699,2021-11-15,Seed,,,,Yes,Heatle engages in the manufacture and supply of an inductive immersion heater that heats liquids in the vessel of choice.,"Electronics, Food and Beverage, Manufacturing, Smart Home",,https://shop.heatle.de/en/,$1M to $10M,4000000,EUR,4142509,Seed,2,better ventures,7,,"Anne Lemcke, better ventures, Christoph Behn, Dr. Cedric Duvinage, Philipp Schrempp, Stefan Lemcke, Tina Dreimann","573,686"
Series A - HelloBetter,https://www.crunchbase.com/funding_round/hellobetter-series-a--ae0892f9,HelloBetter,https://www.crunchbase.com/organization/hellobetter,Series A,"Berlin, Berlin, Germany, Europe",6000000,EUR,6959136,2021-10-27,Early Stage Venture,,,,Yes,"Leading provider of digital therapeutics for mental health: 10 DTx, 6 PDTx with universal reimbursement for 73m+ people, 33 clinical studies","Health Care, Medical Device, Mental Health, mHealth, Personal Health, Psychology, Therapeutics",,https://hellobetter.de/,$1M to $10M,28000000,EUR,30989812,Early Stage Venture,7,"Expon Capital, HealthCap",4,,"Expon Capital, HealthCap, Hevella Capital, Sparrow Ventures","352,692"
Series A - Helsing,https://www.crunchbase.com/funding_round/helsing-series-a--186e472a,Helsing,https://www.crunchbase.com/organization/helsing,Series A,"Berlin, Berlin, Germany, Europe",102500000,EUR,118843611,2021-11-09,Early Stage Venture,297500000,EUR,344936335,Yes,Helsing is an AI defense company that specializes in the creation of AI-powered military solutions and components.,"Artificial Intelligence (AI), Information Technology, Military, Software",,https://www.helsing.ai,,761500000,EUR,829315371,Late Stage Venture,3,Prima Materia,1,,Prima Materia,"554,876"
Series A - Her1,https://www.crunchbase.com/funding_round/her1-series-a--1fb31e03,Her1,https://www.crunchbase.com/organization/her1,Series A,"Berlin, Berlin, Germany, Europe",5500000,EUR,6486423,2021-07-21,Early Stage Venture,,,,Yes,Her1 is a wellness brand that provides natural supplements with botanical nutrients to nourish your beauty from inside out.,"Consumer Goods, Health Care",,https://her.one/,$1M to $10M,5500000,EUR,6486423,Early Stage Venture,1,Five Seasons Ventures,3,1,"Five Seasons Ventures, IBB Ventures, Rheingau Founders","58,893"
Pre Seed Round - heronOS,https://www.crunchbase.com/funding_round/heronos-pre-seed--ff6d3bc1,heronOS,https://www.crunchbase.com/organization/heronos,Pre-Seed,"Berlin, Berlin, Germany, Europe",250000,EUR,301218,2021-03-01,Seed,3850000,EUR,4638750,Yes,HeronOS is an information technology company.,"Artificial Intelligence (AI), Information Technology, Natural Language Processing",,https://www.heronos.com/,Less than $1M,250000,EUR,301218,Seed,1,,1,,Norbert Gailing,"150,929"
Venture Round - Heycar,https://www.crunchbase.com/funding_round/heycar-series-unknown--dfb892e6,Heycar,https://www.crunchbase.com/organization/heycar,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",,,,2021-09-01,,,,,Yes,Heycar is a used car marketplace.,"Automotive, E-Commerce, Marketplace",,https://hey.car/,$10M to $50M,,,,,2,,1,,Renault Group,"595,413"
