url,company_id,followers,employeeCount,employeeCountRange,employeeCountRangeMin,employeeCountRangeMax,error
https://www.linkedin.com/company/fundament-group/,OFFLINE,OFFLINE,OFFLINE,OFFLINE,OFFLINE,OFFLINE,
https://www.linkedin.com/company/fundflow/,OFFLINE,OFFLINE,OFFLINE,OFFLINE,OFFLINE,OFFLINE,
https://www.linkedin.com/company/funeria/,15160809,52,8,2-10,2,10,
https://www.linkedin.com/company/future-demand/,13073623,981,21,11-50,11,50,
https://www.linkedin.com/company/futuredu-labs/,18014824,5,1,11-50,11,50,
https://www.linkedin.com/company/fyta,14044769,1766,16,11-50,11,50,
https://www.linkedin.com/company/gallereplay/,7971472,84,4,2-10,2,10,
https://www.linkedin.com/company/gaming-stars,76980656,315,8,11-50,11,50,
https://www.linkedin.com/company/18728842/admin/,18728842,711,3,11-50,11,50,
https://www.linkedin.com/company/garden-io/,18445669,2118,23,11-50,11,50,
https://www.linkedin.com/company/gcn-global-comparison-network-gmbh/,71863813,175,22,51-200,51,200,
https://www.linkedin.com/company/german-autolabs,10826225,3212,16,11-50,11,50,
https://www.linkedin.com/in/sgartmann,OFFLINE,OFFLINE,OFFLINE,OFFLINE,OFFLINE,OFFLINE,
https://www.linkedin.com/company/getsteps/,28896679,771,11,11-50,11,50,
https://www.linkedin.com/company/getsurance/,10856525,1244,10,11-50,11,50,
https://www.linkedin.com/company/10461002?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A10461002%2Cidx%3A2-1-2%2CtarId%3A1460061876391%2Ctas%3Agirafi,OFFLINE,OFFLINE,OFFLINE,OFFLINE,OFFLINE,OFFLINE,
https://www.linkedin.com/company/gitticonsciousbeauty,20094761,7015,38,11-50,11,50,
https://www.linkedin.com/company/glambou,14775868,1844,48,51-200,51,200,
https://www.linkedin.com/company/glassdollar,17898538,6097,39,11-50,11,50,
https://www.linkedin.com/company/goedle-io/,OFFLINE,OFFLINE,OFFLINE,OFFLINE,OFFLINE,OFFLINE,
https://www.linkedin.com/company/goggo-network/,18960520,8620,22,11-50,11,50,
https://www.linkedin.com/company/golexic/,42393587,290,5,2-10,2,10,
https://www.linkedin.com/company/goliving/about/,14040010,594,2,11-50,11,50,
https://www.linkedin.com/company/grandperspective-gmbh/,28560004,1527,28,11-50,11,50,
https://www.linkedin.com/company/10344253,10344253,145,1,11-50,11,50,
https://www.linkedin.com/company/grid-esports,11851472,4636,95,51-200,51,200,
https://www.linkedin.com/company/grover,9419572,26662,369,201-500,201,500,
https://www.linkedin.com/company/growify,49137692,913,11,11-50,11,50,
https://www.linkedin.com/company/gurmeo,10017633,34,2,2-10,2,10,
https://www.linkedin.com/company/h2-mobility-germany-gmbh-&-co.-kg,37131226,17263,52,51-200,51,200,
https://www.linkedin.com/company/habitalix-gmbh/,OFFLINE,OFFLINE,OFFLINE,OFFLINE,OFFLINE,OFFLINE,
https://www.linkedin.com/company/habytglobal,17987080,12179,165,201-500,201,500,
https://www.linkedin.com/company/halmstraws,22338231,339,5,11-50,11,50,
https://www.linkedin.com/company/hashtag-you/,11848829,1356,48,51-200,51,200,
https://www.linkedin.com/company/hasty-ai/,14052908,1635,21,11-50,11,50,
https://www.linkedin.com/company/heatle-official/,54312298,1380,11,11-50,11,50,
https://www.linkedin.com/company/heavenhr/,10239188,14096,26,11-50,11,50,
https://www.linkedin.com/company/hellobetter/,36087800,17033,140,51-200,51,200,
https://www.linkedin.com/company/hellobody/,OFFLINE,OFFLINE,OFFLINE,OFFLINE,OFFLINE,OFFLINE,
https://www.linkedin.com/company/hellofreshgo/,11465900,12575,65,11-50,11,50,
https://www.linkedin.com/company/hendt,14823406,15,3,2-10,2,10,
https://www.linkedin.com/company/henisaja-gmbh/,OFFLINE,OFFLINE,OFFLINE,OFFLINE,OFFLINE,OFFLINE,
https://www.linkedin.com/company/ono-labs,18252232,2523,32,11-50,11,50,
https://www.linkedin.com/company/herdius,18150839,231,0,2-10,2,10,
https://www.linkedin.com/company/heycar,20495183,18481,178,51-200,51,200,
https://www.linkedin.com/company/heycater-,10301951,5558,38,51-200,51,200,
https://www.linkedin.com/company/heydata/,35535808,4378,55,51-200,51,200,
https://www.linkedin.com/company/10477629/,10477629,26043,403,201-500,201,500,
https://www.linkedin.com/company/hipeople-company,34575638,3857,20,11-50,11,50,
https://www.linkedin.com/company/homebeat.live/,10799300,141,1,2-10,2,10,
https://www.linkedin.com/company/homebell,10578197,986,6,51-200,51,200,
https://www.linkedin.com/company/homeday-gmbh/,9178200,4040,147,51-200,51,200,
https://www.linkedin.com/company/x24factory,16192037,1195,16,11-50,11,50,
https://de.linkedin.com/company/honest-rare,14029802,681,5,2-10,2,10,
https://www.linkedin.com/company/honestfood/,14449912,4376,22,2-10,2,10,
https://www.linkedin.com/company/honeypotio/,10210811,38671,46,51-200,51,200,
https://www.linkedin.com/company/9485773/,9485773,5034,44,11-50,11,50,
https://www.linkedin.com/company/hotelfriend,11359588,1500,37,51-200,51,200,
https://www.linkedin.com/company/hotelhero/,18052246,2026,2,2-10,2,10,
https://www.linkedin.com/company/hrmony-de,10069620,1297,28,11-50,11,50,
https://www.linkedin.com/company/hse-360,10222910,55,0,11-50,11,50,
https://www.linkedin.com/company/27110392/,27110392,271,1,2-10,2,10,
https://www.linkedin.com/company/hum-systems-gmbh/,18579135,1228,11,11-50,11,50,
https://www.linkedin.com/company/humanoo-gmbh,10577769,9486,102,51-200,51,200,
